,reference_code,reference_index,code,candle_dir,candle_len,sma_len,sma_dir,std_ratio_thres,atr_len,tp_multiplier,sl_multiplier,cycle,2024,2025,2026,holding_period_day,total_commission,net_profit,return_on_capital,annualized_return,annualized_std,annualized_sr,mdd_dollar,mdd_pct,num_of_trade,win_rate,loss_rate,net_profit_to_mdd,cov_count,cov_return,2024_win_rate,2024_return,2025_win_rate,2025_return,2026_win_rate,2026_return,risk_free_rate,bah_return,bah_annualized_return,bah_annualized_std,bah_annualized_sr,bah_mdd_dollar,bah_mdd_pct,return_to_bah
8292,38643012,9313,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,1.0,14,5,2.0,15,18,16,5,796,710.0193235024761,-4424.395306802146,-44.24,-23.5,40.06,-0.69,6945.906177695348,57.46280402676862,39,43.59,56.41,-0.636978846764406,0.44,-0.546,55.56,-4,31.25,-22,40.0,-25,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-98.19
8309,25735836,9314,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,1.0,14,5,2.0,20,15,15,5,796,679.2471654663625,-3369.637634569416,-33.7,-17.17,41.16,-0.52,6025.109756332538,48.10841259764437,35,40.0,60.0,-0.5592657679020443,0.404,-1.41,46.67,10,40.0,-16,20.0,-27,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-87.65
8325,12727865,9315,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,2,1.0,10,28,25,6,796,1084.108075509283,-3476.362678059816,-34.76,-17.79,33.72,-0.65,4820.82156384938,44.07285020535851,59,38.98,61.02,-0.7211141569994085,0.495,-1.295,42.86,-2,32.0,-33,50.0,0,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-88.71000000000001
8340,91716664,9316,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,2,1.0,15,28,22,6,796,1278.3185437170764,-826.0953285528394,-8.26,-3.88,34.77,-0.23,5667.237751774443,41.73628144095903,56,39.29,60.71,-0.1457668382262919,0.497,0.0,46.43,24,27.27,-32,50.0,8,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-62.21
8356,12349317,9317,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,2,1.0,20,26,21,5,796,934.4840226535065,-2995.1589948144783,-29.95,-15.06,34.83,-0.55,4638.515527260618,42.40617440421283,52,38.46,61.54,-0.6457149873083078,0.517,-1.393,42.31,-5,28.57,-29,60.0,4,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-83.9
8375,34677570,9318,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,2,1.5,10,24,23,6,796,1055.5475380613077,-2333.9377233518844,-23.34,-11.47,36.18,-0.43,3955.5819132082997,34.80250951517998,53,43.4,56.6,-0.590036503999198,0.468,-1.067,45.83,0,43.48,-19,33.33,-4,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-77.29
8391,30161106,9319,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,2,1.5,15,24,20,6,796,1244.4502120040959,498.53795066371276,4.99,2.26,36.94,-0.05,6441.906821363284,41.572227173648955,50,46.0,54.0,0.07738981088804518,0.463,4.912,54.17,36,35.0,-28,50.0,8,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-48.96
8405,34387702,9320,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,2,1.5,20,22,18,5,796,970.1278377323133,-1052.345047119903,-10.52,-4.97,37.77,-0.24,5499.163398654919,40.5955711752018,45,46.67,53.33,-0.19136457145050537,0.484,-15.178,50.0,21,38.89,-28,60.0,3,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-64.47
8419,35273626,9321,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,2,2.0,10,23,23,6,796,1011.499458690179,-2138.324975868547,-21.38,-10.45,37.59,-0.39,4421.038227643508,40.41795635420946,52,48.08,51.92,-0.48367032035556773,0.462,-0.535,47.83,-6,47.83,-3,50.0,-12,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-75.33
8434,29407795,9322,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,2,2.0,15,21,19,5,796,927.333146160466,-2661.1883586857475,-26.61,-13.23,38.45,-0.45,5404.210448040034,45.60669128088447,45,48.89,51.11,-0.49242870614908996,0.475,-1.193,57.14,5,36.84,-11,60.0,-20,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-80.56
8449,34976538,9323,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,2,2.0,20,20,18,5,796,871.4223985539113,-2858.5802372467424,-28.59,-14.31,38.58,-0.48,5175.241737533392,42.50682937332769,43,48.84,51.16,-0.5523568525340403,0.464,-1.373,55.0,8,44.44,-13,40.0,-24,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-82.54
8465,62607902,9324,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,3,1.0,10,26,25,6,796,1148.6618453868164,-2841.892854271453,-28.42,-14.21,35.04,-0.52,6081.621906002677,47.53469006756041,57,36.84,63.16,-0.4672919326777698,0.484,-2.904,38.46,15,32.0,-36,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-82.37
8478,14789349,9325,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,3,1.0,15,25,21,5,796,1262.1921451848868,-678.1218077516169,-6.78,-3.17,36.21,-0.2,7570.142987318859,47.92015503429254,51,37.25,62.75,-0.08957846752532601,0.508,16.731,44.0,39,28.57,-28,40.0,-6,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-60.730000000000004
8494,65585444,9326,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,3,1.0,20,23,20,5,796,1020.5887503569003,-1840.1400985747869,-18.4,-8.9,37.22,-0.35,5753.834244357467,43.947947673685114,48,37.5,62.5,-0.3198111068943864,0.492,-3.278,43.48,16,30.0,-24,40.0,-7,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-72.35
8510,29143938,9327,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,3,1.5,10,23,23,6,796,995.921589924601,-3178.087628588387,-31.78,-16.09,36.33,-0.56,4662.866695418518,41.06308686497411,52,40.38,59.62,-0.6815737691388443,0.462,-0.775,39.13,-4,43.48,-23,33.33,-6,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-85.73
8528,35023696,9328,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,3,1.5,15,21,18,5,796,937.296804607983,-4200.533614511137,-42.01,-22.11,38.33,-0.69,7466.439303222001,58.2649545991039,44,38.64,61.36,-0.5625885973115023,0.473,-1.425,47.62,14,27.78,-31,40.0,-25,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-95.96000000000001
8543,29517827,9329,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,3,1.5,20,20,17,5,796,945.828401086566,-3671.419568577624,-36.71,-18.92,39.56,-0.58,8742.038426135096,58.49413083846815,42,35.71,64.29,-0.4199729387600941,0.463,-3.538,45.0,36,29.41,-33,20.0,-30,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-90.66
8558,31658688,9330,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,3,2.0,10,22,22,6,796,898.1265777375304,-3139.7269939092175,-31.4,-15.87,37.68,-0.53,4801.715361893286,43.89817774224169,50,46.0,54.0,-0.6538761166116358,0.453,-0.464,40.91,-16,50.0,-4,50.0,-13,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-85.35
8575,32508906,9331,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,3,2.0,15,19,17,5,796,723.430865490064,-4826.197987010379,-48.26,-26.08,39.19,-0.77,7034.596769039545,59.585890562869004,41,43.9,56.1,-0.6860660454983427,0.452,-0.406,52.63,-8,35.29,-23,40.0,-25,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-102.21000000000001
8590,32037881,9332,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,3,2.0,20,17,17,5,796,849.459711477715,-2585.9659213037557,-25.86,-12.82,39.83,-0.43,6304.947232314119,46.45555609366865,39,43.59,56.41,-0.4101487016497397,0.435,-3.31,52.94,24,41.18,-17,20.0,-27,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-79.81
8607,25674652,9333,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,5,1.0,10,25,25,6,796,1081.1606458827182,-3364.2318984421945,-33.64,-17.14,35.66,-0.6,6152.912079439842,49.71832262326359,56,37.5,62.5,-0.5467706762272593,0.48,-2.205,40.0,11,32.0,-39,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-87.59
8623,38335684,9334,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,5,1.0,15,22,19,5,796,1286.8204300960676,1317.0186526680918,13.17,5.84,38.66,0.04,8930.002417018015,47.203405268897626,46,39.13,60.87,0.1474824519821219,0.483,3.564,50.0,71,26.32,-29,40.0,-6,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-40.78
8637,26056352,9335,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,5,1.0,20,19,19,5,796,731.820897620968,-3982.2503530219883,-39.82,-20.78,38.07,-0.66,5526.253739152377,50.522042771478695,43,30.23,69.77,-0.7206057739999449,0.46,-0.81,31.58,-5,26.32,-30,40.0,-7,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-93.77000000000001
8653,10207763,9336,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,5,1.5,10,22,23,6,796,974.1778311476994,-3082.209911134635,-30.82,-15.55,36.96,-0.53,4623.2778866493545,40.520082477747685,51,43.14,56.86,-0.666671999110228,0.458,-0.686,40.91,-5,47.83,-21,33.33,-6,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-84.77000000000001
8670,11010201,9337,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,5,1.5,15,20,17,5,796,838.252189144198,-4692.275799479797,-46.92,-25.21,39.73,-0.74,7194.815133134343,59.51278165962685,42,35.71,64.29,-0.6521746163943003,0.463,-1.108,50.0,9,17.65,-35,40.0,-25,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-100.87
8686,10497192,9338,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,5,1.5,20,17,16,5,796,787.4790502015514,-4120.401010747715,-41.2,-21.61,41.08,-0.63,8298.436593559549,59.01541623817121,38,31.58,68.42,-0.4965273837177446,0.429,-2.083,41.18,24,25.0,-31,20.0,-30,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-95.15
8701,15339254,9339,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,5,2.0,10,21,22,6,796,960.9835232086892,-2312.195890649492,-23.12,-11.36,38.23,-0.41,4533.021005173364,39.72903846714379,49,48.98,51.02,-0.5100783534889142,0.448,-0.568,42.86,-9,54.55,-2,50.0,-13,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-77.07000000000001
8719,21075053,9340,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,5,2.0,15,18,16,5,796,710.0193235024761,-4424.395306802146,-44.24,-23.5,40.06,-0.69,6945.906177695348,57.46280402676862,39,43.59,56.41,-0.636978846764406,0.44,-0.546,55.56,-4,31.25,-22,40.0,-25,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-98.19
8737,44871855,9341,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,3,5,2.0,20,15,15,5,796,679.2471654663625,-3369.637634569416,-33.7,-17.17,41.16,-0.52,6025.109756332538,48.10841259764437,35,40.0,60.0,-0.5592657679020443,0.404,-1.41,46.67,10,40.0,-16,20.0,-27,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-87.65
8757,23637493,9342,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,2,1.0,10,28,25,6,796,1084.108075509283,-3476.362678059816,-34.76,-17.79,33.72,-0.65,4820.82156384938,44.07285020535851,59,38.98,61.02,-0.7211141569994085,0.495,-1.295,42.86,-2,32.0,-33,50.0,0,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-88.71000000000001
8772,40530103,9343,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,2,1.0,15,28,22,6,796,1278.3185437170764,-826.0953285528394,-8.26,-3.88,34.77,-0.23,5667.237751774443,41.73628144095903,56,39.29,60.71,-0.1457668382262919,0.497,0.0,46.43,24,27.27,-32,50.0,8,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-62.21
8786,23931979,9344,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,2,1.0,20,26,21,5,796,934.4840226535065,-2995.1589948144783,-29.95,-15.06,34.83,-0.55,4638.515527260618,42.40617440421283,52,38.46,61.54,-0.6457149873083078,0.517,-1.393,42.31,-5,28.57,-29,60.0,4,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-83.9
8804,76299827,9345,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,2,1.5,10,24,23,6,796,1055.5475380613077,-2333.9377233518844,-23.34,-11.47,36.18,-0.43,3955.5819132082997,34.80250951517998,53,43.4,56.6,-0.590036503999198,0.468,-1.067,45.83,0,43.48,-19,33.33,-4,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-77.29
8820,13430686,9346,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,2,1.5,15,24,20,6,796,1244.4502120040959,498.53795066371276,4.99,2.26,36.94,-0.05,6441.906821363284,41.572227173648955,50,46.0,54.0,0.07738981088804518,0.463,4.912,54.17,36,35.0,-28,50.0,8,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-48.96
8840,79251549,9347,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,2,1.5,20,22,18,5,796,970.1278377323133,-1052.345047119903,-10.52,-4.97,37.77,-0.24,5499.163398654919,40.5955711752018,45,46.67,53.33,-0.19136457145050537,0.484,-15.178,50.0,21,38.89,-28,60.0,3,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-64.47
8857,35242543,9348,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,2,2.0,10,23,23,6,796,1011.499458690179,-2138.324975868547,-21.38,-10.45,37.59,-0.39,4421.038227643508,40.41795635420946,52,48.08,51.92,-0.48367032035556773,0.462,-0.535,47.83,-6,47.83,-3,50.0,-12,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-75.33
8874,17525886,9349,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,2,2.0,15,21,19,5,796,927.333146160466,-2661.1883586857475,-26.61,-13.23,38.45,-0.45,5404.210448040034,45.60669128088447,45,48.89,51.11,-0.49242870614908996,0.475,-1.193,57.14,5,36.84,-11,60.0,-20,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-80.56
8893,39054016,9350,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,2,2.0,20,20,18,5,796,871.4223985539113,-2858.5802372467424,-28.59,-14.31,38.58,-0.48,5175.241737533392,42.50682937332769,43,48.84,51.16,-0.5523568525340403,0.464,-1.373,55.0,8,44.44,-13,40.0,-24,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-82.54
8910,37989848,9351,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,3,1.0,10,26,25,6,796,1148.6618453868164,-2841.892854271453,-28.42,-14.21,35.04,-0.52,6081.621906002677,47.53469006756041,57,36.84,63.16,-0.4672919326777698,0.484,-2.904,38.46,15,32.0,-36,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-82.37
8928,26691575,9352,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,3,1.0,15,25,21,5,796,1262.1921451848868,-678.1218077516169,-6.78,-3.17,36.21,-0.2,7570.142987318859,47.92015503429254,51,37.25,62.75,-0.08957846752532601,0.508,16.731,44.0,39,28.57,-28,40.0,-6,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-60.730000000000004
8948,37608055,9353,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,3,1.0,20,23,20,5,796,1020.5887503569003,-1840.1400985747869,-18.4,-8.9,37.22,-0.35,5753.834244357467,43.947947673685114,48,37.5,62.5,-0.3198111068943864,0.492,-3.278,43.48,16,30.0,-24,40.0,-7,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-72.35
8964,13168611,9354,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,3,1.5,10,23,23,6,796,995.921589924601,-3178.087628588387,-31.78,-16.09,36.33,-0.56,4662.866695418518,41.06308686497411,52,40.38,59.62,-0.6815737691388443,0.462,-0.775,39.13,-4,43.48,-23,33.33,-6,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-85.73
8982,85630991,9355,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,3,1.5,15,21,18,5,796,937.296804607983,-4200.533614511137,-42.01,-22.11,38.33,-0.69,7466.439303222001,58.2649545991039,44,38.64,61.36,-0.5625885973115023,0.473,-1.425,47.62,14,27.78,-31,40.0,-25,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-95.96000000000001
9001,12789377,9356,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,3,1.5,20,20,17,5,796,945.828401086566,-3671.419568577624,-36.71,-18.92,39.56,-0.58,8742.038426135096,58.49413083846815,42,35.71,64.29,-0.4199729387600941,0.463,-3.538,45.0,36,29.41,-33,20.0,-30,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-90.66
9016,20728746,9357,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,3,2.0,10,22,22,6,796,898.1265777375304,-3139.7269939092175,-31.4,-15.87,37.68,-0.53,4801.715361893286,43.89817774224169,50,46.0,54.0,-0.6538761166116358,0.453,-0.464,40.91,-16,50.0,-4,50.0,-13,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-85.35
9034,11707874,9358,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,3,2.0,15,19,17,5,796,723.430865490064,-4826.197987010379,-48.26,-26.08,39.19,-0.77,7034.596769039545,59.585890562869004,41,43.9,56.1,-0.6860660454983427,0.452,-0.406,52.63,-8,35.29,-23,40.0,-25,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-102.21000000000001
9053,20433594,9359,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,3,2.0,20,17,17,5,796,849.459711477715,-2585.9659213037557,-25.86,-12.82,39.83,-0.43,6304.947232314119,46.45555609366865,39,43.59,56.41,-0.4101487016497397,0.435,-3.31,52.94,24,41.18,-17,20.0,-27,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-79.81
9070,15806436,9360,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,5,1.0,10,25,25,6,796,1081.1606458827182,-3364.2318984421945,-33.64,-17.14,35.66,-0.6,6152.912079439842,49.71832262326359,56,37.5,62.5,-0.5467706762272593,0.48,-2.205,40.0,11,32.0,-39,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-87.59
9092,59147907,9361,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,5,1.0,15,22,19,5,796,1286.8204300960676,1317.0186526680918,13.17,5.84,38.66,0.04,8930.002417018015,47.203405268897626,46,39.13,60.87,0.1474824519821219,0.483,3.564,50.0,71,26.32,-29,40.0,-6,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-40.78
9111,15508467,9362,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,5,1.0,20,19,19,5,796,731.820897620968,-3982.2503530219883,-39.82,-20.78,38.07,-0.66,5526.253739152377,50.522042771478695,43,30.23,69.77,-0.7206057739999449,0.46,-0.81,31.58,-5,26.32,-30,40.0,-7,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-93.77000000000001
9130,37431798,9363,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,5,1.5,10,22,23,6,796,974.1778311476994,-3082.209911134635,-30.82,-15.55,36.96,-0.53,4623.2778866493545,40.520082477747685,51,43.14,56.86,-0.666671999110228,0.458,-0.686,40.91,-5,47.83,-21,33.33,-6,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-84.77000000000001
9145,27249582,9364,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,5,1.5,15,20,17,5,796,838.252189144198,-4692.275799479797,-46.92,-25.21,39.73,-0.74,7194.815133134343,59.51278165962685,42,35.71,64.29,-0.6521746163943003,0.463,-1.108,50.0,9,17.65,-35,40.0,-25,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-100.87
9164,37137188,9365,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,5,1.5,20,17,16,5,796,787.4790502015514,-4120.401010747715,-41.2,-21.61,41.08,-0.63,8298.436593559549,59.01541623817121,38,31.58,68.42,-0.4965273837177446,0.429,-2.083,41.18,24,25.0,-31,20.0,-30,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-95.15
9181,33526137,9366,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,5,2.0,10,21,22,6,796,960.9835232086892,-2312.195890649492,-23.12,-11.36,38.23,-0.41,4533.021005173364,39.72903846714379,49,48.98,51.02,-0.5100783534889142,0.448,-0.568,42.86,-9,54.55,-2,50.0,-13,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-77.07000000000001
9195,31312545,9367,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,5,2.0,15,18,16,5,796,710.0193235024761,-4424.395306802146,-44.24,-23.5,40.06,-0.69,6945.906177695348,57.46280402676862,39,43.59,56.41,-0.636978846764406,0.44,-0.546,55.56,-4,31.25,-22,40.0,-25,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-98.19
9215,33147077,9368,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,7,5,2.0,20,15,15,5,796,679.2471654663625,-3369.637634569416,-33.7,-17.17,41.16,-0.52,6025.109756332538,48.10841259764437,35,40.0,60.0,-0.5592657679020443,0.404,-1.41,46.67,10,40.0,-16,20.0,-27,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-87.65
9232,35396405,9369,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,14,2,1.0,10,28,25,6,796,1084.108075509283,-3476.362678059816,-34.76,-17.79,33.72,-0.65,4820.82156384938,44.07285020535851,59,38.98,61.02,-0.7211141569994085,0.495,-1.295,42.86,-2,32.0,-33,50.0,0,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-88.71000000000001
9251,29452750,9370,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,14,2,1.0,15,28,22,6,796,1278.3185437170764,-826.0953285528394,-8.26,-3.88,34.77,-0.23,5667.237751774443,41.73628144095903,56,39.29,60.71,-0.1457668382262919,0.497,0.0,46.43,24,27.27,-32,50.0,8,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-62.21
9270,35019895,9371,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,14,2,1.0,20,26,21,5,796,934.4840226535065,-2995.1589948144783,-29.95,-15.06,34.83,-0.55,4638.515527260618,42.40617440421283,52,38.46,61.54,-0.6457149873083078,0.517,-1.393,42.31,-5,28.57,-29,60.0,4,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-83.9
9291,48278337,9372,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,14,2,1.5,10,24,23,6,796,1055.5475380613077,-2333.9377233518844,-23.34,-11.47,36.18,-0.43,3955.5819132082997,34.80250951517998,53,43.4,56.6,-0.590036503999198,0.468,-1.067,45.83,0,43.48,-19,33.33,-4,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-77.29
9310,16390074,9373,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,14,2,1.5,15,24,20,6,796,1244.4502120040959,498.53795066371276,4.99,2.26,36.94,-0.05,6441.906821363284,41.572227173648955,50,46.0,54.0,0.07738981088804518,0.463,4.912,54.17,36,35.0,-28,50.0,8,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-48.96
9331,51170888,9374,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,14,2,1.5,20,22,18,5,796,970.1278377323133,-1052.345047119903,-10.52,-4.97,37.77,-0.24,5499.163398654919,40.5955711752018,45,46.67,53.33,-0.19136457145050537,0.484,-15.178,50.0,21,38.89,-28,60.0,3,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-64.47
9349,12599150,9375,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,14,2,2.0,10,23,23,6,796,1011.499458690179,-2138.324975868547,-21.38,-10.45,37.59,-0.39,4421.038227643508,40.41795635420946,52,48.08,51.92,-0.48367032035556773,0.462,-0.535,47.83,-6,47.83,-3,50.0,-12,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-75.33
9368,91325715,9376,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,14,2,2.0,15,21,19,5,796,927.333146160466,-2661.1883586857475,-26.61,-13.23,38.45,-0.45,5404.210448040034,45.60669128088447,45,48.89,51.11,-0.49242870614908996,0.475,-1.193,57.14,5,36.84,-11,60.0,-20,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-80.56
9385,12309280,9377,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,14,2,2.0,20,20,18,5,796,871.4223985539113,-2858.5802372467424,-28.59,-14.31,38.58,-0.48,5175.241737533392,42.50682937332769,43,48.84,51.16,-0.5523568525340403,0.464,-1.373,55.0,8,44.44,-13,40.0,-24,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-82.54
9403,31618979,9378,GN01_market_price_usd_ohlc_24h_BTC,negative,2,10,whatever,2.0,14,3,1.0,10,26,25,6,796,1148.6618453868164,-2841.892854271453,-28.42,-14.21,35.04,-0.52,6081.621906002677,47.53469006756041,57,36.84,63.16,-0.4672919326777698,0.484,-2.904,38.46,15,32.0,-36,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-82.37
