,reference_code,reference_index,code,candle_dir,candle_len,sma_len,sma_dir,std_ratio_thres,atr_len,tp_multiplier,sl_multiplier,cycle,2024,2025,2026,holding_period_day,total_commission,net_profit,return_on_capital,annualized_return,annualized_std,annualized_sr,mdd_dollar,mdd_pct,num_of_trade,win_rate,loss_rate,net_profit_to_mdd,cov_count,cov_return,2024_win_rate,2024_return,2025_win_rate,2025_return,2026_win_rate,2026_return,risk_free_rate,bah_return,bah_annualized_return,bah_annualized_std,bah_annualized_sr,bah_mdd_dollar,bah_mdd_pct,return_to_bah
1,29075841,0,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,2,1.0,10,24,20,2,796,1328.5243146221865,4663.686787206678,46.64,19.19,27.32,0.55,3317.760238145882,20.131465238852897,46,47.83,52.17,1.4056732411179182,0.624,1.641,50.0,55,50.0,-7,0.0,2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-7.310000000000002
9,34934463,1,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,2,1.0,15,22,18,2,796,1282.6878381768338,6135.832944113179,61.36,24.53,27.98,0.73,3187.8244848578815,21.443668884635525,42,50.0,50.0,1.924771258034529,0.617,1.452,54.55,63,50.0,-3,0.0,2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,7.409999999999997
18,29365721,2,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,2,1.0,20,22,17,2,796,1208.7180613616242,5292.10731884308,52.92,21.5,28.37,0.61,4069.8707632862534,23.989280213970112,41,46.34,53.66,1.3003133580020416,0.622,1.652,54.55,63,41.18,-8,0.0,2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-1.0300000000000011
31,90683530,3,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,2,1.5,10,24,19,2,796,1251.5737676223607,3614.775654805122,36.15,15.2,28.06,0.39,3605.0411291202163,23.135990679681395,45,51.11,48.89,1.0027002537103595,0.628,1.898,54.17,49,52.63,-7,0.0,-2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-17.800000000000004
41,12663360,4,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,2,1.5,15,20,17,2,796,1373.7013400541514,8808.497031317846,88.08,33.6,28.67,1.03,3729.8185190389013,18.1209674589504,39,56.41,43.59,2.3616422585589008,0.606,1.505,65.0,97,52.94,-2,0.0,-2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,34.129999999999995
56,87736606,5,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,2,1.5,20,20,16,2,796,1184.817668516194,5998.953745913881,59.99,24.05,29.63,0.67,5362.01675212754,27.948196827028895,38,52.63,47.37,1.1187868339899567,0.609,1.809,65.0,84,43.75,-11,0.0,-2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,6.039999999999999
72,88370806,6,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,2,2.0,10,24,19,2,796,1184.372093070614,2535.0240184480062,25.35,10.92,28.57,0.24,3466.4614149438075,23.135990679681385,45,51.11,48.89,0.7313002266575351,0.628,2.007,54.17,37,52.63,-6,0.0,-2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-28.6
88,12391313,7,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,2,2.0,15,20,17,2,796,1274.93655360475,6485.599202206744,64.86,25.76,29.61,0.73,3967.4134172532067,20.332244996714522,39,56.41,43.59,1.6347172628903832,0.606,1.674,65.0,83,52.94,-7,0.0,-2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,10.909999999999997
102,92136621,8,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,2,2.0,20,20,15,2,796,1172.4921039108192,6673.012443211483,66.73,26.42,30.14,0.74,3999.320813985094,23.234058424278203,37,56.76,43.24,1.6685364224537436,0.615,1.535,65.0,74,53.33,-2,0.0,-2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,12.780000000000001
118,32842828,9,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,3,1.0,10,23,18,2,796,1149.050735397842,2005.5553999156618,20.06,8.74,28.64,0.16,3626.2286842394224,23.19779152985546,43,44.19,55.81,0.5530692006911622,0.625,2.659,47.83,42,44.44,-14,0.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-33.89
136,31995887,10,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,3,1.0,15,22,18,1,796,876.2080788012487,-673.449429471777,-6.73,-3.15,30.58,-0.24,4303.841578392105,33.87051622993186,41,36.59,63.41,-0.15647635193007606,0.666,-15.578,40.91,11,33.33,-23,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-60.68000000000001
153,32466912,11,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,3,1.0,20,21,17,1,796,841.2387290492701,-1035.3889895394368,-10.35,-4.89,31.06,-0.29,4957.493426450736,37.63495429195681,39,33.33,66.67,-0.2088533257583586,0.665,-15.399,42.86,17,23.53,-30,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-64.3
170,14267792,12,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,3,1.5,10,22,17,2,796,1031.0013325703358,886.0021348416758,8.86,3.97,30.23,-0.01,4187.284020404444,30.359143995026805,41,48.78,51.22,0.2115935127696683,0.622,3.861,54.55,32,47.06,-12,0.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-45.09
187,67928679,13,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,3,1.5,15,20,17,1,796,958.9368847680521,1509.6469059479496,15.1,6.66,32.32,0.08,4648.189477217871,30.589209975445197,38,42.11,57.89,0.3247817055107517,0.658,3.216,50.0,39,35.29,-24,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-38.85
205,14646195,14,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,3,1.5,20,20,16,1,796,864.3866375414085,-193.36391217310847,-1.93,-0.89,33.56,-0.15,6015.9492428399535,40.09922592363089,37,40.54,59.46,-0.032141878923470944,0.663,7.641,55.0,35,25.0,-33,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-55.88
221,15120660,15,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,3,2.0,10,22,17,2,796,984.8090427134151,4.973387959706088,0.05,0.02,30.72,-0.14,4310.198004742091,31.040616611046023,41,48.78,51.22,0.001153865310650312,0.622,12.405,54.55,24,47.06,-15,0.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-53.900000000000006
237,66006210,16,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,3,2.0,15,19,17,1,796,862.6229462436936,190.10802223159408,1.9,0.87,32.74,-0.1,4316.941122398077,32.627266308301415,37,43.24,56.76,0.044037668534610074,0.653,6.95,52.63,25,35.29,-25,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-52.050000000000004
257,14831425,17,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,3,2.0,20,18,15,1,796,878.9188151063776,1378.9068534094058,13.79,6.1,34.59,0.06,5190.91212369733,33.23580498166999,34,44.12,55.88,0.26563864318073876,0.654,3.318,55.56,40,33.33,-25,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-40.160000000000004
276,21408932,18,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,5,1.0,10,21,18,2,796,1097.875438955137,1678.87941130099,16.79,7.38,29.25,0.11,3527.5575440125303,23.2378640423488,41,46.34,53.66,0.47593253699025306,0.61,2.95,52.38,42,44.44,-16,0.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-37.160000000000004
294,49054815,19,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,5,1.0,15,17,18,1,796,1056.5988082894582,3483.7609146015366,34.84,14.69,30.58,0.34,5580.337085628245,31.111234436982727,36,41.67,58.33,0.6242921997622171,0.649,2.222,52.94,64,33.33,-24,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-19.11
316,21116882,20,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,5,1.0,20,15,16,1,796,856.8523932805083,1923.932957529909,19.24,8.4,31.57,0.13,4749.3406877967755,30.737015509508183,32,37.5,62.5,0.4050947455661311,0.642,2.828,53.33,44,25.0,-20,0.0,4,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-34.71000000000001
334,32953622,21,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,5,1.5,10,21,17,2,796,992.2847091544122,227.42323279888478,2.27,1.04,30.44,-0.1,4065.103807278465,28.54280594587335,40,47.5,52.5,0.05594524607014691,0.613,6.598,52.38,27,47.06,-14,0.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-51.68
353,31056713,22,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,5,1.5,15,15,17,1,796,1120.4995945454357,6021.42654640078,60.21,24.13,31.69,0.63,6818.059294747509,31.711990122144364,33,45.45,54.55,0.8831584305873612,0.647,1.904,60.0,97,35.29,-25,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,6.259999999999998
373,33248713,23,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,5,1.5,20,15,15,1,796,827.7775292496418,1488.346480448823,14.88,6.57,33.49,0.07,5361.671102004197,32.87837877102091,31,41.94,58.06,0.277590037160705,0.639,3.319,60.0,46,26.67,-24,0.0,4,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-39.07
393,38666951,24,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,5,2.0,10,21,17,2,796,971.9271608166201,-169.23926026653862,-1.69,-0.78,31.12,-0.16,4174.694057920884,29.943962006806036,40,47.5,52.5,-0.040539320467192407,0.613,12.995,52.38,25,47.06,-16,0.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-55.64
412,26014439,25,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,5,2.0,15,15,17,1,796,1052.025546350896,4614.154142659467,46.14,19.0,32.57,0.46,6618.726978414816,33.07544651744679,33,45.45,54.55,0.6971361951788131,0.647,2.102,60.0,84,35.29,-27,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-7.810000000000002
431,38293770,26,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,3,5,2.0,20,14,14,1,796,827.8257540991567,2216.7235657585534,22.17,9.62,34.57,0.16,6267.8470767420895,34.845113800102446,29,48.28,51.72,0.353665866224478,0.634,2.682,64.29,47,35.71,-20,0.0,4,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-31.78
452,17857851,27,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,2,1.0,10,24,20,2,796,1328.5243146221865,4663.686787206678,46.64,19.19,27.32,0.55,3317.760238145882,20.131465238852897,46,47.83,52.17,1.4056732411179182,0.624,1.641,50.0,55,50.0,-7,0.0,2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-7.310000000000002
469,38634277,28,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,2,1.0,15,22,18,2,796,1282.6878381768338,6135.832944113179,61.36,24.53,27.98,0.73,3187.8244848578815,21.443668884635525,42,50.0,50.0,1.924771258034529,0.617,1.452,54.55,63,50.0,-3,0.0,2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,7.409999999999997
486,17483912,29,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,2,1.0,20,22,17,2,796,1208.7180613616242,5292.10731884308,52.92,21.5,28.37,0.61,4069.8707632862534,23.989280213970112,41,46.34,53.66,1.3003133580020416,0.622,1.652,54.55,63,41.18,-8,0.0,2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-1.0300000000000011
511,35865637,30,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,2,1.5,10,24,19,2,796,1251.5737676223607,3614.775654805122,36.15,15.2,28.06,0.39,3605.0411291202163,23.135990679681395,45,51.11,48.89,1.0027002537103595,0.628,1.898,54.17,49,52.63,-7,0.0,-2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-17.800000000000004
531,28301995,31,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,2,1.5,15,20,17,2,796,1373.7013400541514,8808.497031317846,88.08,33.6,28.67,1.03,3729.8185190389013,18.1209674589504,39,56.41,43.59,2.3616422585589008,0.606,1.505,65.0,97,52.94,-2,0.0,-2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,34.129999999999995
547,36154984,32,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,2,1.5,20,20,16,2,796,1184.817668516194,5998.953745913881,59.99,24.05,29.63,0.67,5362.01675212754,27.948196827028895,38,52.63,47.37,1.1187868339899567,0.609,1.809,65.0,84,43.75,-11,0.0,-2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,6.039999999999999
569,40864678,33,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,2,2.0,10,24,19,2,796,1184.372093070614,2535.0240184480062,25.35,10.92,28.57,0.24,3466.4614149438075,23.135990679681385,45,51.11,48.89,0.7313002266575351,0.628,2.007,54.17,37,52.63,-6,0.0,-2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-28.6
586,23974035,34,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,2,2.0,15,20,17,2,796,1274.93655360475,6485.599202206744,64.86,25.76,29.61,0.73,3967.4134172532067,20.332244996714522,39,56.41,43.59,1.6347172628903832,0.606,1.674,65.0,83,52.94,-7,0.0,-2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,10.909999999999997
605,40572158,35,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,2,2.0,20,20,15,2,796,1172.4921039108192,6673.012443211483,66.73,26.42,30.14,0.74,3999.320813985094,23.234058424278203,37,56.76,43.24,1.6685364224537436,0.615,1.535,65.0,74,53.33,-2,0.0,-2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,12.780000000000001
621,83685488,36,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,3,1.0,10,23,18,2,796,1149.050735397842,2005.5553999156618,20.06,8.74,28.64,0.16,3626.2286842394224,23.19779152985546,43,44.19,55.81,0.5530692006911622,0.625,2.659,47.83,42,44.44,-14,0.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-33.89
639,20391537,37,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,3,1.0,15,22,18,1,796,876.2080788012487,-673.449429471777,-6.73,-3.15,30.58,-0.24,4303.841578392105,33.87051622993186,41,36.59,63.41,-0.15647635193007606,0.666,-15.578,40.91,11,33.33,-23,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-60.68000000000001
653,11287300,38,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,3,1.0,20,21,17,1,796,841.2387290492701,-1035.3889895394368,-10.35,-4.89,31.06,-0.29,4957.493426450736,37.63495429195681,39,33.33,66.67,-0.2088533257583586,0.665,-15.399,42.86,17,23.53,-30,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-64.3
673,30661201,39,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,3,1.5,10,22,17,2,796,1031.0013325703358,886.0021348416758,8.86,3.97,30.23,-0.01,4187.284020404444,30.359143995026805,41,48.78,51.22,0.2115935127696683,0.622,3.861,54.55,32,47.06,-12,0.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-45.09
692,34177484,40,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,3,1.5,15,20,17,1,796,958.9368847680521,1509.6469059479496,15.1,6.66,32.32,0.08,4648.189477217871,30.589209975445197,38,42.11,57.89,0.3247817055107517,0.658,3.216,50.0,39,35.29,-24,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-38.85
710,30288102,41,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,3,1.5,20,20,16,1,796,864.3866375414085,-193.36391217310847,-1.93,-0.89,33.56,-0.15,6015.9492428399535,40.09922592363089,37,40.54,59.46,-0.032141878923470944,0.663,7.641,55.0,35,25.0,-33,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-55.88
728,26360275,42,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,3,2.0,10,22,17,2,796,984.8090427134151,4.973387959706088,0.05,0.02,30.72,-0.14,4310.198004742091,31.040616611046023,41,48.78,51.22,0.001153865310650312,0.622,12.405,54.55,24,47.06,-15,0.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-53.900000000000006
748,37650028,43,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,3,2.0,15,19,17,1,796,862.6229462436936,190.10802223159408,1.9,0.87,32.74,-0.1,4316.941122398077,32.627266308301415,37,43.24,56.76,0.044037668534610074,0.653,6.95,52.63,25,35.29,-25,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-52.050000000000004
766,26733547,44,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,3,2.0,20,18,15,1,796,878.9188151063776,1378.9068534094058,13.79,6.1,34.59,0.06,5190.91212369733,33.23580498166999,34,44.12,55.88,0.26563864318073876,0.654,3.318,55.56,40,33.33,-25,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-40.160000000000004
786,30978656,45,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,5,1.0,10,21,18,2,796,1097.875438955137,1678.87941130099,16.79,7.38,29.25,0.11,3527.5575440125303,23.2378640423488,41,46.34,53.66,0.47593253699025306,0.61,2.95,52.38,42,44.44,-16,0.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-37.160000000000004
805,33188971,46,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,5,1.0,15,17,18,1,796,1056.5988082894582,3483.7609146015366,34.84,14.69,30.58,0.34,5580.337085628245,31.111234436982727,36,41.67,58.33,0.6242921997622171,0.649,2.222,52.94,64,33.33,-24,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-19.11
824,31354439,47,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,5,1.0,20,15,16,1,796,856.8523932805083,1923.932957529909,19.24,8.4,31.57,0.13,4749.3406877967755,30.737015509508183,32,37.5,62.5,0.4050947455661311,0.642,2.828,53.33,44,25.0,-20,0.0,4,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-34.71000000000001
842,66483587,48,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,5,1.5,10,21,17,2,796,992.2847091544122,227.42323279888478,2.27,1.04,30.44,-0.1,4065.103807278465,28.54280594587335,40,47.5,52.5,0.05594524607014691,0.613,6.598,52.38,27,47.06,-14,0.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-51.68
859,15240651,49,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,5,1.5,15,15,17,1,796,1120.4995945454357,6021.42654640078,60.21,24.13,31.69,0.63,6818.059294747509,31.711990122144364,33,45.45,54.55,0.8831584305873612,0.647,1.904,60.0,97,35.29,-25,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,6.259999999999998
879,63584089,50,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,5,1.5,20,15,15,1,796,827.7775292496418,1488.346480448823,14.88,6.57,33.49,0.07,5361.671102004197,32.87837877102091,31,41.94,58.06,0.277590037160705,0.639,3.319,60.0,46,26.67,-24,0.0,4,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-39.07
900,55835333,51,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,5,2.0,10,21,17,2,796,971.9271608166201,-169.23926026653862,-1.69,-0.78,31.12,-0.16,4174.694057920884,29.943962006806036,40,47.5,52.5,-0.040539320467192407,0.613,12.995,52.38,25,47.06,-16,0.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-55.64
920,15466659,52,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,5,2.0,15,15,17,1,796,1052.025546350896,4614.154142659467,46.14,19.0,32.57,0.46,6618.726978414816,33.07544651744679,33,45.45,54.55,0.6971361951788131,0.647,2.102,60.0,84,35.29,-27,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-7.810000000000002
960,58729828,53,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,7,5,2.0,20,14,14,1,796,827.8257540991567,2216.7235657585534,22.17,9.62,34.57,0.16,6267.8470767420895,34.845113800102446,29,48.28,51.72,0.353665866224478,0.634,2.682,64.29,47,35.71,-20,0.0,4,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-31.78
976,21231543,54,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,2,1.0,10,24,20,2,796,1328.5243146221865,4663.686787206678,46.64,19.19,27.32,0.55,3317.760238145882,20.131465238852897,46,47.83,52.17,1.4056732411179182,0.624,1.641,50.0,55,50.0,-7,0.0,2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-7.310000000000002
995,19094797,55,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,2,1.0,15,22,18,2,796,1282.6878381768338,6135.832944113179,61.36,24.53,27.98,0.73,3187.8244848578815,21.443668884635525,42,50.0,50.0,1.924771258034529,0.617,1.452,54.55,63,50.0,-3,0.0,2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,7.409999999999997
1018,24963161,56,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,2,1.0,20,22,17,2,796,1208.7180613616242,5292.10731884308,52.92,21.5,28.37,0.61,4069.8707632862534,23.989280213970112,41,46.34,53.66,1.3003133580020416,0.622,1.652,54.55,63,41.18,-8,0.0,2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-1.0300000000000011
1039,14576295,57,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,2,1.5,10,24,19,2,796,1251.5737676223607,3614.775654805122,36.15,15.2,28.06,0.39,3605.0411291202163,23.135990679681395,45,51.11,48.89,1.0027002537103595,0.628,1.898,54.17,49,52.63,-7,0.0,-2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-17.800000000000004
1056,73127461,58,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,2,1.5,15,20,17,2,796,1373.7013400541514,8808.497031317846,88.08,33.6,28.67,1.03,3729.8185190389013,18.1209674589504,39,56.41,43.59,2.3616422585589008,0.606,1.505,65.0,97,52.94,-2,0.0,-2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,34.129999999999995
1070,14202366,59,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,2,1.5,20,20,16,2,796,1184.817668516194,5998.953745913881,59.99,24.05,29.63,0.67,5362.01675212754,27.948196827028895,38,52.63,47.37,1.1187868339899567,0.609,1.809,65.0,84,43.75,-11,0.0,-2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,6.039999999999999
1090,25043791,60,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,2,2.0,10,24,19,2,796,1184.372093070614,2535.0240184480062,25.35,10.92,28.57,0.24,3466.4614149438075,23.135990679681385,45,51.11,48.89,0.7313002266575351,0.628,2.007,54.17,37,52.63,-6,0.0,-2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-28.6
1113,38956071,61,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,2,2.0,15,20,17,2,796,1274.93655360475,6485.599202206744,64.86,25.76,29.61,0.73,3967.4134172532067,20.332244996714522,39,56.41,43.59,1.6347172628903832,0.606,1.674,65.0,83,52.94,-7,0.0,-2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,10.909999999999997
1136,25335863,62,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,2,2.0,20,20,15,2,796,1172.4921039108192,6673.012443211483,66.73,26.42,30.14,0.74,3999.320813985094,23.234058424278203,37,56.76,43.24,1.6685364224537436,0.615,1.535,65.0,74,53.33,-2,0.0,-2,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,12.780000000000001
1155,16470319,63,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,3,1.0,10,23,18,2,796,1149.050735397842,2005.5553999156618,20.06,8.74,28.64,0.16,3626.2286842394224,23.19779152985546,43,44.19,55.81,0.5530692006911622,0.625,2.659,47.83,42,44.44,-14,0.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-33.89
1171,52613993,64,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,3,1.0,15,22,18,1,796,876.2080788012487,-673.449429471777,-6.73,-3.15,30.58,-0.24,4303.841578392105,33.87051622993186,41,36.59,63.41,-0.15647635193007606,0.666,-15.578,40.91,11,33.33,-23,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-60.68000000000001
1191,16177582,65,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,3,1.0,20,21,17,1,796,841.2387290492701,-1035.3889895394368,-10.35,-4.89,31.06,-0.29,4957.493426450736,37.63495429195681,39,33.33,66.67,-0.2088533257583586,0.665,-15.399,42.86,17,23.53,-30,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-64.3
1209,90429442,66,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,3,1.5,10,22,17,2,796,1031.0013325703358,886.0021348416758,8.86,3.97,30.23,-0.01,4187.284020404444,30.359143995026805,41,48.78,51.22,0.2115935127696683,0.622,3.861,54.55,32,47.06,-12,0.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-45.09
1224,12174961,67,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,3,1.5,15,20,17,1,796,958.9368847680521,1509.6469059479496,15.1,6.66,32.32,0.08,4648.189477217871,30.589209975445197,38,42.11,57.89,0.3247817055107517,0.658,3.216,50.0,39,35.29,-24,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-38.85
1241,93328544,68,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,3,1.5,20,20,16,1,796,864.3866375414085,-193.36391217310847,-1.93,-0.89,33.56,-0.15,6015.9492428399535,40.09922592363089,37,40.54,59.46,-0.032141878923470944,0.663,7.641,55.0,35,25.0,-33,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-55.88
