,datetime,date,open,high,low,close,pct,candle,sma,std,std_raito,action,num_of_share,open_price,close_price,realized_pnl,unrealized_pnl,net_profit,equity_value,mdd_dollar,mdd_pct,commission,logic
0,2024-01-01 00:00:00,2024-01-01 00:00:00,2281.796552960824,2305.0469739464475,2272.324620376668,2272.324620376668,,-0.004151085499653928,,,,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
1,2024-01-01 04:00:00,2024-01-01 04:00:00,2273.6720594234707,2286.8485211436778,2271.4657020503964,2284.6847426027944,0.005439417464955909,0.004843567098289592,,,,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
2,2024-01-01 08:00:00,2024-01-01 08:00:00,2284.8879855824894,2304.031211316433,2280.9117120414603,2301.272620897444,0.0072604670505884705,0.007170870265124973,,,,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
3,2024-01-01 12:00:00,2024-01-01 12:00:00,2304.2155231278425,2317.313343773478,2297.463369873619,2314.0382494750384,0.005547203952140256,0.0042629373201434895,,,,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
4,2024-01-01 16:00:00,2024-01-01 16:00:00,2315.0253968046586,2340.444551178365,2308.6487597755167,2340.444551178365,0.011411350572669843,0.010980075816356738,,,,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
5,2024-01-01 20:00:00,2024-01-01 20:00:00,2342.453723108036,2349.941147905148,2329.062773702253,2349.8585431824613,0.004022309351168429,0.003161138254889728,,,,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
6,2024-01-02 00:00:00,2024-01-02 00:00:00,2352.593604086928,2392.308995398846,2349.102766925635,2387.983905920717,0.016224535238032578,0.015043100420025324,,,,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
7,2024-01-02 04:00:00,2024-01-02 04:00:00,2387.8004899680463,2391.513287596512,2376.0819622190106,2385.4547786631424,-0.0010591056544828614,-0.0009823732404609098,,,,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
8,2024-01-02 08:00:00,2024-01-02 08:00:00,2387.8579284891644,2429.6557900208177,2384.072238595054,2389.6321450144524,0.0017511823693638906,0.0007430159491987887,,,,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
9,2024-01-02 12:00:00,2024-01-02 12:00:00,2392.309645753317,2403.368162465675,2360.99805072084,2366.9374766386272,-0.009497138889420054,-0.010605721194883344,,,,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
10,2024-01-02 16:00:00,2024-01-02 16:00:00,2359.6989790439693,2371.53215248816,2354.8480022438407,2362.8895859876416,-0.0017101806409919318,0.0013521245599577014,,,,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
11,2024-01-02 20:00:00,2024-01-02 20:00:00,2369.468951577616,2378.0592219774667,2352.316966128815,2359.662345270096,-0.001365802590473808,-0.0041387359395406165,,,,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
12,2024-01-03 00:00:00,2024-01-03 00:00:00,2355.9813482122668,2379.269009966431,2353.879854559472,2368.316986511272,0.0036677456240821193,0.005235881136480769,,,,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
13,2024-01-03 04:00:00,2024-01-03 04:00:00,2369.2980910463743,2381.397011118992,2359.9578823347942,2359.9578823347942,-0.0035295546263810484,-0.003942183867398086,,,,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
14,2024-01-03 08:00:00,2024-01-03 08:00:00,2363.38208398173,2385.1177891378497,2326.8722007301485,2326.8722007301485,-0.014019606812606722,-0.015448150977801722,,,,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
15,2024-01-03 12:00:00,2024-01-03 12:00:00,2308.311048679482,2308.311048679482,2126.893391174503,2234.876725256808,-0.03953611008136726,-0.03181301041065654,,,,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
16,2024-01-03 16:00:00,2024-01-03 16:00:00,2238.021346358697,2244.399574540052,2201.0373864960943,2208.2895584830253,-0.01189648022788714,-0.013284854464880702,,,,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
17,2024-01-03 20:00:00,2024-01-03 20:00:00,2207.905547734226,2228.20150230584,2198.828302286133,2211.0093370430045,0.00123162225240403,0.0014057618143872297,,,,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
18,2024-01-04 00:00:00,2024-01-04 00:00:00,2210.529147728856,2239.7007246891,2205.556509094075,2231.5627069462216,0.009295921803163854,0.009515169360682751,,,,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
19,2024-01-04 04:00:00,2024-01-04 04:00:00,2232.4597533730384,2245.728684381835,2224.246603007384,2224.246603007384,-0.0032784666619786185,-0.0036789690623740823,2314.015778276005,63.42944624038968,1.415260270890707,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
20,2024-01-04 08:00:00,2024-01-04 08:00:00,2223.852091225535,2231.3850058867024,2211.178519031093,2230.280133810686,0.002712617744428325,0.002890499152580217,2311.913553947706,65.54537075523872,1.2454490560722853,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
21,2024-01-04 12:00:00,2024-01-04 12:00:00,2230.454143282975,2282.884489258422,2227.7080620092256,2277.569490838439,0.02120332612520448,0.021123656676534708,2311.5577913594884,65.72001701180443,0.5171681637718478,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
22,2024-01-04 16:00:00,2024-01-04 16:00:00,2279.808395818637,2291.503112769888,2263.384291698909,2278.952049650293,0.0006070325482561145,-0.0003756219908281899,2310.441762797131,66.09233228499711,0.4764503242380878,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
23,2024-01-04 20:00:00,2024-01-04 20:00:00,2277.673921289017,2290.822088523524,2267.171783303484,2272.495034752766,-0.0028333263521351792,-0.0022737611770696775,2308.364602061017,66.62402714562347,0.5383878586301789,,0.0,,,,0.0,0.0,10000.0,0,0,0.0,
