date,open,high,low,close
1/1/24 0:00,0.089381946,0.090063123,0.088965386,0.089127721
1/1/24 4:00,0.089127721,0.089720158,0.088476858,0.089465809
1/1/24 8:00,0.089465809,0.089953334,0.089282658,0.089790243
1/1/24 12:00,0.089790243,0.090976128,0.089781485,0.090815823
1/1/24 16:00,0.090815823,0.091989262,0.090477049,0.091911844
1/1/24 20:00,0.091911844,0.092182757,0.091099481,0.09213861
1/2/24 0:00,0.09213861,0.093465937,0.09197976,0.093188313
1/2/24 4:00,0.093188313,0.094050825,0.092570187,0.093603036
1/2/24 8:00,0.093603036,0.094439821,0.092523539,0.092853747
1/2/24 12:00,0.092853747,0.093147134,0.090869796,0.091514998
1/2/24 16:00,0.091514998,0.091913514,0.091007338,0.091324133
1/2/24 20:00,0.091324133,0.091627781,0.09052518,0.091127119
1/3/24 0:00,0.091127119,0.091948065,0.09110936,0.091415791
1/3/24 4:00,0.091415791,0.091928782,0.091290882,0.091628251
1/3/24 8:00,0.091628251,0.092040418,0.089361789,0.089540534
1/3/24 12:00,0.089540534,0.089567372,0.077180675,0.082415379
1/3/24 16:00,0.082415379,0.082832723,0.081198492,0.081777509
1/3/24 20:00,0.081777509,0.082970165,0.081711835,0.082053375
1/4/24 0:00,0.082053375,0.08270439,0.081227204,0.082194338
1/4/24 4:00,0.082194338,0.083066584,0.082059686,0.082392345
1/4/24 8:00,0.082392345,0.082891551,0.081661379,0.082671086
1/4/24 12:00,0.082671086,0.084651294,0.082327142,0.084225476
1/4/24 16:00,0.084225476,0.084430106,0.083341713,0.083980429
1/4/24 20:00,0.083980429,0.084683716,0.083920733,0.08406805
1/5/24 0:00,0.08406805,0.084818308,0.08162576,0.08304337
1/5/24 4:00,0.08304337,0.083336325,0.082607064,0.082915819
1/5/24 8:00,0.082915819,0.084047814,0.082164932,0.082265686
1/5/24 12:00,0.082265686,0.082786841,0.081268759,0.081960953
1/5/24 16:00,0.081960953,0.082306429,0.080799396,0.081657811
1/5/24 20:00,0.081657811,0.08287048,0.081655455,0.0827393
1/6/24 0:00,0.0827393,0.0827393,0.081884751,0.082197712
1/6/24 4:00,0.082197712,0.08234434,0.078490094,0.080306531
1/6/24 8:00,0.080306531,0.08075146,0.079915017,0.080685352
1/6/24 12:00,0.080685352,0.0818363,0.080210675,0.081509547
1/6/24 16:00,0.081509547,0.081702144,0.080584759,0.08080812
1/6/24 20:00,0.08080812,0.081068625,0.079839345,0.080585777
1/7/24 0:00,0.080585777,0.081430889,0.080412867,0.080743041
1/7/24 4:00,0.080743041,0.081436991,0.080595127,0.080714814
1/7/24 8:00,0.080714814,0.081178106,0.079620296,0.080042605
1/7/24 12:00,0.080042605,0.08068209,0.079346579,0.079437893
1/7/24 16:00,0.079437893,0.080193119,0.079110509,0.080058459
1/7/24 20:00,0.080058459,0.08010239,0.077237189,0.07831477
1/8/24 0:00,0.07831477,0.078946814,0.074370817,0.076008779
1/8/24 4:00,0.076008779,0.078665925,0.075694686,0.077720908
1/8/24 8:00,0.077720908,0.078342845,0.076987074,0.078334247
1/8/24 12:00,0.078334247,0.079406162,0.078204032,0.079165393
1/8/24 16:00,0.079165393,0.081243971,0.078987908,0.081197268
1/8/24 20:00,0.081197268,0.08181107,0.080526681,0.081377568
1/9/24 0:00,0.081377568,0.081605746,0.079578481,0.080043526
1/9/24 4:00,0.080043526,0.081263122,0.079974646,0.080528406
1/9/24 8:00,0.080528406,0.080528916,0.078526672,0.07908228
1/9/24 12:00,0.07908228,0.079251482,0.077381973,0.078340978
1/9/24 16:00,0.078340978,0.083681094,0.077185674,0.079777566
1/9/24 20:00,0.079777566,0.081052888,0.077025699,0.079224678
1/10/24 0:00,0.079224678,0.080765697,0.079118488,0.079883858
1/10/24 4:00,0.079883858,0.080020829,0.078371286,0.078664078
1/10/24 8:00,0.078664078,0.079674986,0.078072499,0.07915051
1/10/24 12:00,0.07915051,0.079272521,0.076483221,0.07831682
1/10/24 16:00,0.07831682,0.079209784,0.077690747,0.079150233
1/10/24 20:00,0.079150233,0.084683021,0.077776371,0.083003725
1/11/24 0:00,0.083003725,0.08459473,0.082393991,0.084061387
1/11/24 4:00,0.084061387,0.084546458,0.082133715,0.083791353
1/11/24 8:00,0.083791353,0.086168017,0.083599325,0.085954726
1/11/24 12:00,0.085954726,0.087804372,0.084518039,0.085001222
1/11/24 16:00,0.085001222,0.085489068,0.083043449,0.085290454
1/11/24 20:00,0.085290454,0.085715421,0.083950315,0.084632913
1/12/24 0:00,0.084632913,0.084938981,0.083311122,0.083730344
1/12/24 4:00,0.083730344,0.085013111,0.083558106,0.084172523
1/12/24 8:00,0.084172523,0.084979873,0.083357122,0.084697785
1/12/24 12:00,0.084697785,0.085506026,0.082433996,0.082720332
1/12/24 16:00,0.082720332,0.083015816,0.079871801,0.081517566
1/12/24 20:00,0.081517566,0.08197326,0.078025872,0.080060996
1/13/24 0:00,0.080060996,0.080408096,0.07875023,0.080178139
1/13/24 4:00,0.080178139,0.081118865,0.080132234,0.08088297
1/13/24 8:00,0.08088297,0.081073602,0.079775181,0.080265279
1/13/24 12:00,0.080265279,0.081390196,0.079986067,0.081303783
1/13/24 16:00,0.081303783,0.081341778,0.080688049,0.081131902
1/13/24 20:00,0.081131902,0.081294989,0.080620674,0.080916997
1/14/24 0:00,0.080916997,0.081058647,0.080296389,0.080666871
1/14/24 4:00,0.080666871,0.082695194,0.080308077,0.082542159
1/14/24 8:00,0.082542159,0.083871568,0.081832293,0.082985951
1/14/24 12:00,0.082985951,0.083071359,0.081891402,0.081988748
1/14/24 16:00,0.081988748,0.082361849,0.080725816,0.080827286
1/14/24 20:00,0.080827286,0.081376666,0.079790929,0.080101445
1/15/24 0:00,0.080101445,0.081498921,0.080048127,0.081213118
1/15/24 4:00,0.081213118,0.081652394,0.080612287,0.080927345
1/15/24 8:00,0.080927345,0.081737889,0.080716232,0.081597264
1/15/24 12:00,0.081597264,0.081721639,0.079899787,0.080318804
