reference_index,net_profit,num_of_trade,code,std_ratio_thres,sma_len,sma_dir,candle_dir,candle_len,cycle,sl,tp
16094,146.99,3,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,below,positive,1,20,1,7
16092,146.99,3,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,below,positive,1,10,1,7
15024,146.6,10,GN04_market_price_usd_ohlc_4h_SUI,2.5,10,below,negative,4,10,1,3
15025,146.6,10,GN04_market_price_usd_ohlc_4h_SUI,2.5,10,below,negative,4,15,1,3
15026,146.6,10,GN04_market_price_usd_ohlc_4h_SUI,2.5,10,below,negative,4,20,1,3
8673,145.06,97,GN03_market_price_usd_ohlc_4h_SOL,2.0,15,above,positive,2,10,2,5
12944,144.54,443,GN04_market_price_usd_ohlc_4h_SUI,2.5,20,whatever,positive,2,20,1,5
12488,144.54,443,GN04_market_price_usd_ohlc_4h_SUI,2.0,10,whatever,positive,2,20,1,5
12512,144.54,443,GN04_market_price_usd_ohlc_4h_SUI,2.5,10,whatever,positive,2,20,1,5
12920,144.54,443,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,whatever,positive,2,20,1,5
12896,144.54,443,GN04_market_price_usd_ohlc_4h_SUI,1.0,20,whatever,positive,2,20,1,5
12704,144.54,443,GN04_market_price_usd_ohlc_4h_SUI,2.0,15,whatever,positive,2,20,1,5
12728,144.54,443,GN04_market_price_usd_ohlc_4h_SUI,2.5,15,whatever,positive,2,20,1,5
12464,144.54,443,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,whatever,positive,2,20,1,5
12680,144.54,443,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,whatever,positive,2,20,1,5
8704,144.49,50,GN03_market_price_usd_ohlc_4h_SOL,2.5,15,above,positive,2,15,2,7
14702,142.09,60,GN04_market_price_usd_ohlc_4h_SUI,1.0,20,above,negative,2,20,1,7
27,141.43,106,GN01_market_price_usd_ohlc_4h_BTC,2.0,10,above,positive,1,10,2,3
3365,141.01,4,GN01_market_price_usd_ohlc_4h_BTC,2.5,10,below,negative,4,20,2,3
7811,140.9,109,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,above,positive,1,20,2,5
12861,140.69,3,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,below,positive,2,10,2,10
12863,140.69,3,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,below,positive,2,20,2,10
12862,140.69,3,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,below,positive,2,15,2,10
11921,137.26,125,GN04_market_price_usd_ohlc_4h_SUI,2.0,15,above,positive,1,20,2,7
705,136.31,22,GN01_market_price_usd_ohlc_4h_BTC,2.5,10,above,positive,2,10,2,5
4838,135.7,21,GN02_market_price_usd_ohlc_4h_ETH,1.0,15,below,positive,2,20,1,7
11751,135.09,72,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,below,positive,1,10,2,7
8281,133.81,132,GN03_market_price_usd_ohlc_4h_SOL,1.0,20,below,positive,1,15,1,3
6710,133.69,8,GN02_market_price_usd_ohlc_4h_ETH,1.0,15,above,negative,2,20,1,7
8062,132.92,53,GN03_market_price_usd_ohlc_4h_SOL,2.5,15,above,positive,1,15,2,10
6301,131.64,3,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,above,negative,1,15,1,7
6302,131.64,3,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,above,negative,1,20,1,7
2821,131.31,1,GN01_market_price_usd_ohlc_4h_BTC,1.0,15,above,negative,2,15,1,7
2827,131.31,1,GN01_market_price_usd_ohlc_4h_BTC,1.0,15,above,negative,2,15,1,10
2824,131.31,1,GN01_market_price_usd_ohlc_4h_BTC,1.0,15,above,negative,2,15,2,7
2830,131.31,1,GN01_market_price_usd_ohlc_4h_BTC,1.0,15,above,negative,2,15,2,10
7708,128.54,58,GN02_market_price_usd_ohlc_4h_ETH,1.0,20,whatever,negative,4,15,2,3
7300,128.54,58,GN02_market_price_usd_ohlc_4h_ETH,2.0,10,whatever,negative,4,15,2,3
7516,128.54,58,GN02_market_price_usd_ohlc_4h_ETH,2.0,15,whatever,negative,4,15,2,3
7276,128.54,58,GN02_market_price_usd_ohlc_4h_ETH,1.0,10,whatever,negative,4,15,2,3
7540,128.54,58,GN02_market_price_usd_ohlc_4h_ETH,2.5,15,whatever,negative,4,15,2,3
7756,128.54,58,GN02_market_price_usd_ohlc_4h_ETH,2.5,20,whatever,negative,4,15,2,3
7732,128.54,58,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,whatever,negative,4,15,2,3
7492,128.54,58,GN02_market_price_usd_ohlc_4h_ETH,1.0,15,whatever,negative,4,15,2,3
7324,128.54,58,GN02_market_price_usd_ohlc_4h_ETH,2.5,10,whatever,negative,4,15,2,3
279,124.96,51,GN01_market_price_usd_ohlc_4h_BTC,2.5,15,above,positive,1,10,2,7
7213,124.45,54,GN02_market_price_usd_ohlc_4h_ETH,1.0,10,below,negative,4,15,1,7
697,124.35,22,GN01_market_price_usd_ohlc_4h_BTC,2.5,10,above,positive,2,15,1,3
16731,123.28,2,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,below,positive,2,10,2,3
16732,123.28,2,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,below,positive,2,15,2,3
16733,123.28,2,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,below,positive,2,20,2,3
3801,122.92,7,GN01_market_price_usd_ohlc_4h_BTC,2.5,20,below,negative,4,10,2,5
8653,121.17,169,GN03_market_price_usd_ohlc_4h_SOL,1.0,15,above,positive,2,15,1,7
5059,120.11,31,GN02_market_price_usd_ohlc_4h_ETH,1.0,20,below,positive,2,15,1,10
7494,119.18,57,GN02_market_price_usd_ohlc_4h_ETH,1.0,15,whatever,negative,4,10,1,5
7518,119.18,57,GN02_market_price_usd_ohlc_4h_ETH,2.0,15,whatever,negative,4,10,1,5
7758,119.18,57,GN02_market_price_usd_ohlc_4h_ETH,2.5,20,whatever,negative,4,10,1,5
7710,119.18,57,GN02_market_price_usd_ohlc_4h_ETH,1.0,20,whatever,negative,4,10,1,5
7278,119.18,57,GN02_market_price_usd_ohlc_4h_ETH,1.0,10,whatever,negative,4,10,1,5
7326,119.18,57,GN02_market_price_usd_ohlc_4h_ETH,2.5,10,whatever,negative,4,10,1,5
7542,119.18,57,GN02_market_price_usd_ohlc_4h_ETH,2.5,15,whatever,negative,4,10,1,5
7302,119.18,57,GN02_market_price_usd_ohlc_4h_ETH,2.0,10,whatever,negative,4,10,1,5
7734,119.18,57,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,whatever,negative,4,10,1,5
4833,117.52,21,GN02_market_price_usd_ohlc_4h_ETH,1.0,15,below,positive,2,10,2,5
12562,117.05,122,GN04_market_price_usd_ohlc_4h_SUI,2.0,15,above,positive,2,15,2,5
15018,116.77,67,GN04_market_price_usd_ohlc_4h_SUI,2.0,10,below,negative,4,10,1,10
12555,116.53,129,GN04_market_price_usd_ohlc_4h_SUI,2.0,15,above,positive,2,10,2,3
13828,115.39,114,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,above,negative,1,15,2,3
901,113.7,52,GN01_market_price_usd_ohlc_4h_BTC,2.0,15,above,positive,2,15,1,7
6709,113.18,8,GN02_market_price_usd_ohlc_4h_ETH,1.0,15,above,negative,2,15,1,7
16089,112.37,3,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,below,positive,1,10,2,5
16091,112.37,3,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,below,positive,1,20,2,5
16097,112.37,3,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,below,positive,1,20,2,7
16096,112.37,3,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,below,positive,1,15,2,7
16095,112.37,3,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,below,positive,1,10,2,7
16090,112.37,3,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,below,positive,1,15,2,5
11561,111.73,51,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,below,negative,4,20,2,7
16915,111.56,18,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,above,positive,4,15,1,10
4777,111.44,83,GN02_market_price_usd_ohlc_4h_ETH,2.0,15,above,positive,2,15,1,3
3337,111.4,12,GN01_market_price_usd_ohlc_4h_BTC,2.0,10,below,negative,4,15,1,3
3338,111.4,12,GN01_market_price_usd_ohlc_4h_BTC,2.0,10,below,negative,4,20,1,3
3336,111.4,12,GN01_market_price_usd_ohlc_4h_BTC,2.0,10,below,negative,4,10,1,3
9580,110.8,5,GN03_market_price_usd_ohlc_4h_SOL,1.0,20,below,positive,4,15,2,3
9581,110.8,5,GN03_market_price_usd_ohlc_4h_SOL,1.0,20,below,positive,4,20,2,3
9579,110.8,5,GN03_market_price_usd_ohlc_4h_SOL,1.0,20,below,positive,4,10,2,3
9544,109.2,33,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,above,positive,4,15,2,7
2018,108.81,216,GN01_market_price_usd_ohlc_4h_BTC,1.0,10,below,negative,1,20,1,3
8310,108.22,4,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,below,positive,1,10,1,5
8311,108.22,4,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,below,positive,1,15,1,5
8305,108.22,4,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,below,positive,1,15,1,3
8312,108.22,4,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,below,positive,1,20,1,5
8306,108.22,4,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,below,positive,1,20,1,3
8304,108.22,4,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,below,positive,1,10,1,3
16069,107.46,128,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,below,positive,1,15,1,7
12528,107.41,258,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,above,positive,2,10,1,3
16275,106.91,18,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,below,positive,2,10,2,3
4422,106.89,8,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,below,positive,1,10,1,5
8877,106.3,149,GN03_market_price_usd_ohlc_4h_SOL,1.0,20,above,positive,2,10,2,10
7228,106.02,36,GN02_market_price_usd_ohlc_4h_ETH,2.0,10,below,negative,4,15,2,3
9939,105.86,83,GN03_market_price_usd_ohlc_4h_SOL,1.0,15,above,negative,1,10,2,3
8870,102.67,152,GN03_market_price_usd_ohlc_4h_SOL,1.0,20,above,positive,2,20,1,7
4426,101.29,8,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,below,positive,1,15,2,5
3104,99.24,90,GN01_market_price_usd_ohlc_4h_BTC,1.0,20,below,negative,2,20,1,5
6932,96.95,9,GN02_market_price_usd_ohlc_4h_ETH,1.0,20,above,negative,2,20,1,10
14922,96.76,2,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,above,negative,4,10,1,10
14925,96.76,2,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,above,negative,4,10,2,10
8004,96.08,256,GN03_market_price_usd_ohlc_4h_SOL,1.0,15,above,positive,1,10,1,7
954,93.21,6,GN01_market_price_usd_ohlc_4h_BTC,1.0,15,below,positive,2,10,1,10
948,93.21,6,GN01_market_price_usd_ohlc_4h_BTC,1.0,15,below,positive,2,10,1,7
16076,92.97,128,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,below,positive,1,20,1,10
3795,91.01,7,GN01_market_price_usd_ohlc_4h_BTC,2.5,20,below,negative,4,10,2,3
3797,91.01,7,GN01_market_price_usd_ohlc_4h_BTC,2.5,20,below,negative,4,20,2,3
3796,91.01,7,GN01_market_price_usd_ohlc_4h_BTC,2.5,20,below,negative,4,15,2,3
11693,89.85,123,GN04_market_price_usd_ohlc_4h_SUI,2.0,10,above,positive,1,20,2,3
11692,89.85,123,GN04_market_price_usd_ohlc_4h_SUI,2.0,10,above,positive,1,15,2,3
4613,87.75,7,GN02_market_price_usd_ohlc_4h_ETH,1.0,10,below,positive,2,20,2,3
4611,87.75,7,GN02_market_price_usd_ohlc_4h_ETH,1.0,10,below,positive,2,10,2,3
4612,87.75,7,GN02_market_price_usd_ohlc_4h_ETH,1.0,10,below,positive,2,15,2,3
9446,85.1,77,GN03_market_price_usd_ohlc_4h_SOL,1.0,15,whatever,positive,4,20,1,7
9686,85.1,77,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,whatever,positive,4,20,1,7
9662,85.1,77,GN03_market_price_usd_ohlc_4h_SOL,1.0,20,whatever,positive,4,20,1,7
9470,85.1,77,GN03_market_price_usd_ohlc_4h_SOL,2.0,15,whatever,positive,4,20,1,7
9710,85.1,77,GN03_market_price_usd_ohlc_4h_SOL,2.5,20,whatever,positive,4,20,1,7
9494,85.1,77,GN03_market_price_usd_ohlc_4h_SOL,2.5,15,whatever,positive,4,20,1,7
9230,85.1,77,GN03_market_price_usd_ohlc_4h_SOL,1.0,10,whatever,positive,4,20,1,7
9254,85.1,77,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,whatever,positive,4,20,1,7
9278,85.1,77,GN03_market_price_usd_ohlc_4h_SOL,2.5,10,whatever,positive,4,20,1,7
510,84.85,54,GN01_market_price_usd_ohlc_4h_BTC,1.0,20,below,positive,1,10,1,5
3376,83.52,4,GN01_market_price_usd_ohlc_4h_BTC,2.5,10,below,negative,4,15,2,7
7036,80.02,50,GN02_market_price_usd_ohlc_4h_ETH,2.5,20,below,negative,2,15,2,3
11916,78.92,131,GN04_market_price_usd_ohlc_4h_SUI,2.0,15,above,positive,1,10,1,7
706,78.55,22,GN01_market_price_usd_ohlc_4h_BTC,2.5,10,above,positive,2,15,2,5
4183,78.5,76,GN02_market_price_usd_ohlc_4h_ETH,1.0,15,below,positive,1,15,1,5
693,76.88,52,GN01_market_price_usd_ohlc_4h_BTC,2.0,10,above,positive,2,10,2,10
2060,76.71,119,GN01_market_price_usd_ohlc_4h_BTC,2.0,10,below,negative,1,20,1,10
6931,76.51,9,GN02_market_price_usd_ohlc_4h_ETH,1.0,20,above,negative,2,15,1,10
3122,75.47,62,GN01_market_price_usd_ohlc_4h_BTC,2.0,20,below,negative,2,20,1,3
4421,74.21,8,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,below,positive,1,20,2,3
1172,73.13,10,GN01_market_price_usd_ohlc_4h_BTC,1.0,20,below,positive,2,20,1,10
1166,73.13,10,GN01_market_price_usd_ohlc_4h_BTC,1.0,20,below,positive,2,20,1,7
4546,71.3,133,GN02_market_price_usd_ohlc_4h_ETH,1.0,10,above,positive,2,15,2,5
504,71.17,54,GN01_market_price_usd_ohlc_4h_BTC,1.0,20,below,positive,1,10,1,3
3587,70.66,5,GN01_market_price_usd_ohlc_4h_BTC,2.5,15,below,negative,4,20,2,5
15452,70.46,72,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,below,negative,4,20,1,10
18382,70.41,27,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,above,negative,2,15,2,10
9554,70.13,18,GN03_market_price_usd_ohlc_4h_SOL,2.5,20,above,positive,4,20,1,3
9553,70.13,18,GN03_market_price_usd_ohlc_4h_SOL,2.5,20,above,positive,4,15,1,3
6702,69.51,8,GN02_market_price_usd_ohlc_4h_ETH,1.0,15,above,negative,2,10,1,5
5064,67.65,2,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,below,positive,2,10,1,3
5067,67.65,2,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,below,positive,2,10,2,3
5065,67.65,2,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,below,positive,2,15,1,3
5069,67.65,2,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,below,positive,2,20,2,3
5066,67.65,2,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,below,positive,2,20,1,3
5068,67.65,2,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,below,positive,2,15,2,3
8282,65.48,132,GN03_market_price_usd_ohlc_4h_SOL,1.0,20,below,positive,1,20,1,3
7854,64.88,51,GN03_market_price_usd_ohlc_4h_SOL,1.0,10,below,positive,1,10,1,5
15854,63.36,98,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,below,positive,1,20,1,7
8720,61.27,35,GN03_market_price_usd_ohlc_4h_SOL,1.0,15,below,positive,2,20,1,5
7850,60.36,51,GN03_market_price_usd_ohlc_4h_SOL,1.0,10,below,positive,1,20,1,3
2685,58.56,99,GN01_market_price_usd_ohlc_4h_BTC,1.0,10,below,negative,2,10,2,10
4175,56.93,63,GN02_market_price_usd_ohlc_4h_ETH,2.5,15,above,positive,1,20,2,10
2665,54.09,108,GN01_market_price_usd_ohlc_4h_BTC,1.0,10,below,negative,2,15,1,3
4150,52.88,106,GN02_market_price_usd_ohlc_4h_ETH,2.0,15,above,positive,1,15,2,10
4423,51.23,8,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,below,positive,1,15,1,5
6300,51.01,3,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,above,negative,1,10,1,7
6306,51.01,3,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,above,negative,1,10,1,10
2689,49.39,72,GN01_market_price_usd_ohlc_4h_BTC,2.0,10,below,negative,2,15,1,3
15771,45.0,284,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,above,positive,1,10,2,3
12847,42.88,3,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,below,positive,2,15,1,5
12848,42.88,3,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,below,positive,2,20,1,5
12846,42.88,3,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,below,positive,2,10,1,5
17122,41.53,27,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,above,positive,4,15,2,5
522,40.4,54,GN01_market_price_usd_ohlc_4h_BTC,1.0,20,below,positive,1,10,1,10
1805,40.25,2,GN01_market_price_usd_ohlc_4h_BTC,1.0,20,below,positive,4,20,2,3
1804,40.25,2,GN01_market_price_usd_ohlc_4h_BTC,1.0,20,below,positive,4,15,2,3
4590,39.41,27,GN02_market_price_usd_ohlc_4h_ETH,2.5,10,above,positive,2,10,1,5
7207,38.66,54,GN02_market_price_usd_ohlc_4h_ETH,1.0,10,below,negative,4,15,1,5
7234,38.48,36,GN02_market_price_usd_ohlc_4h_ETH,2.0,10,below,negative,4,15,2,5
15591,38.02,118,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,above,positive,1,10,2,7
3345,37.25,11,GN01_market_price_usd_ohlc_4h_BTC,2.0,10,below,negative,4,10,2,5
9357,34.78,17,GN03_market_price_usd_ohlc_4h_SOL,2.5,15,above,positive,4,10,2,10
10199,34.36,1,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,above,negative,1,20,2,10
10187,34.36,1,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,above,negative,1,20,2,5
10196,34.36,1,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,above,negative,1,20,1,10
10184,34.36,1,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,above,negative,1,20,1,5
10193,34.36,1,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,above,negative,1,20,2,7
10190,34.36,1,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,above,negative,1,20,1,7
12550,31.69,189,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,above,positive,2,15,2,10
15602,31.23,26,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,above,positive,1,20,1,3
15600,31.23,26,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,above,positive,1,10,1,3
15601,31.23,26,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,above,positive,1,15,1,3
15001,29.98,67,GN04_market_price_usd_ohlc_4h_SUI,2.0,10,below,negative,4,15,1,3
15000,29.98,67,GN04_market_price_usd_ohlc_4h_SUI,2.0,10,below,negative,4,10,1,3
15002,29.98,67,GN04_market_price_usd_ohlc_4h_SUI,2.0,10,below,negative,4,20,1,3
1137,26.3,34,GN01_market_price_usd_ohlc_4h_BTC,2.5,20,above,positive,2,10,2,5
8049,25.83,54,GN03_market_price_usd_ohlc_4h_SOL,2.5,15,above,positive,1,10,2,5
14398,25.37,17,GN04_market_price_usd_ohlc_4h_SUI,2.5,10,below,negative,2,15,2,10
1170,25.15,10,GN01_market_price_usd_ohlc_4h_BTC,1.0,20,below,positive,2,10,1,10
1164,25.15,10,GN01_market_price_usd_ohlc_4h_BTC,1.0,20,below,positive,2,10,1,7
9348,23.74,17,GN03_market_price_usd_ohlc_4h_SOL,2.5,15,above,positive,4,10,1,7
15632,19.91,59,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,below,positive,1,20,1,5
5696,18.09,4,GN02_market_price_usd_ohlc_4h_ETH,1.0,20,below,positive,4,20,1,5
5695,18.09,4,GN02_market_price_usd_ohlc_4h_ETH,1.0,20,below,positive,4,15,1,5
5694,18.09,4,GN02_market_price_usd_ohlc_4h_ETH,1.0,20,below,positive,4,10,1,5
4804,16.92,55,GN02_market_price_usd_ohlc_4h_ETH,2.5,15,above,positive,2,15,2,3
14705,16.39,60,GN04_market_price_usd_ohlc_4h_SUI,1.0,20,above,negative,2,20,2,7
6308,15.8,3,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,above,negative,1,20,1,10
18369,14.04,27,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,above,negative,2,10,2,5
306,13.85,45,GN01_market_price_usd_ohlc_4h_BTC,1.0,15,below,positive,1,10,1,10
546,12.38,2,GN01_market_price_usd_ohlc_4h_BTC,2.0,20,below,positive,1,10,1,10
534,12.38,2,GN01_market_price_usd_ohlc_4h_BTC,2.0,20,below,positive,1,10,1,5
539,12.38,2,GN01_market_price_usd_ohlc_4h_BTC,2.0,20,below,positive,1,20,2,5
540,12.38,2,GN01_market_price_usd_ohlc_4h_BTC,2.0,20,below,positive,1,10,1,7
535,12.38,2,GN01_market_price_usd_ohlc_4h_BTC,2.0,20,below,positive,1,15,1,5
543,12.38,2,GN01_market_price_usd_ohlc_4h_BTC,2.0,20,below,positive,1,10,2,7
536,12.38,2,GN01_market_price_usd_ohlc_4h_BTC,2.0,20,below,positive,1,20,1,5
538,12.38,2,GN01_market_price_usd_ohlc_4h_BTC,2.0,20,below,positive,1,15,2,5
537,12.38,2,GN01_market_price_usd_ohlc_4h_BTC,2.0,20,below,positive,1,10,2,5
549,12.38,2,GN01_market_price_usd_ohlc_4h_BTC,2.0,20,below,positive,1,10,2,10
7239,10.7,36,GN02_market_price_usd_ohlc_4h_ETH,2.0,10,below,negative,4,10,2,7
16889,10.12,52,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,above,positive,4,20,2,7
302,10.02,43,GN01_market_price_usd_ohlc_4h_BTC,1.0,15,below,positive,1,20,1,7
5032,9.48,52,GN02_market_price_usd_ohlc_4h_ETH,2.5,20,above,positive,2,15,2,7
18582,8.36,38,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,above,negative,2,10,1,5
15134,7.46,7,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,above,negative,4,20,1,7
15133,7.46,7,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,above,negative,4,15,1,7
15132,7.46,7,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,above,negative,4,10,1,7
4425,7.08,8,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,below,positive,1,10,2,5
11563,6.41,52,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,below,negative,4,15,1,10
811,6.18,101,GN01_market_price_usd_ohlc_4h_BTC,1.0,10,whatever,positive,2,15,1,10
1075,6.18,101,GN01_market_price_usd_ohlc_4h_BTC,2.5,15,whatever,positive,2,15,1,10
1027,6.18,101,GN01_market_price_usd_ohlc_4h_BTC,1.0,15,whatever,positive,2,15,1,10
859,6.18,101,GN01_market_price_usd_ohlc_4h_BTC,2.5,10,whatever,positive,2,15,1,10
835,6.18,101,GN01_market_price_usd_ohlc_4h_BTC,2.0,10,whatever,positive,2,15,1,10
1051,6.18,101,GN01_market_price_usd_ohlc_4h_BTC,2.0,15,whatever,positive,2,15,1,10
1243,6.18,101,GN01_market_price_usd_ohlc_4h_BTC,1.0,20,whatever,positive,2,15,1,10
1267,6.18,101,GN01_market_price_usd_ohlc_4h_BTC,2.0,20,whatever,positive,2,15,1,10
1291,6.18,101,GN01_market_price_usd_ohlc_4h_BTC,2.5,20,whatever,positive,2,15,1,10
13246,4.13,40,GN04_market_price_usd_ohlc_4h_SUI,2.5,15,above,positive,4,15,2,10
10817,2.98,20,GN03_market_price_usd_ohlc_4h_SOL,1.0,20,above,negative,2,20,2,7
6310,2.62,3,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,above,negative,1,15,2,10
505,1.75,54,GN01_market_price_usd_ohlc_4h_BTC,1.0,20,below,positive,1,15,1,3
9138,1.44,10,GN03_market_price_usd_ohlc_4h_SOL,2.5,10,above,positive,4,10,1,10
5691,1.31,4,GN02_market_price_usd_ohlc_4h_ETH,1.0,20,below,positive,4,10,2,3
5692,1.31,4,GN02_market_price_usd_ohlc_4h_ETH,1.0,20,below,positive,4,15,2,3
5693,1.31,4,GN02_market_price_usd_ohlc_4h_ETH,1.0,20,below,positive,4,20,2,3
502,0.31,57,GN01_market_price_usd_ohlc_4h_BTC,2.5,20,above,positive,1,15,2,10
15898,0.0,0,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,below,positive,1,15,2,5
8537,0.0,0,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,below,positive,2,20,2,7
8550,0.0,0,GN03_market_price_usd_ohlc_4h_SOL,2.5,10,below,positive,2,10,1,5
8549,0.0,0,GN03_market_price_usd_ohlc_4h_SOL,2.5,10,below,positive,2,20,2,3
8548,0.0,0,GN03_market_price_usd_ohlc_4h_SOL,2.5,10,below,positive,2,15,2,3
8547,0.0,0,GN03_market_price_usd_ohlc_4h_SOL,2.5,10,below,positive,2,10,2,3
8528,0.0,0,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,below,positive,2,20,1,5
8546,0.0,0,GN03_market_price_usd_ohlc_4h_SOL,2.5,10,below,positive,2,20,1,3
8538,0.0,0,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,below,positive,2,10,1,10
8540,0.0,0,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,below,positive,2,20,1,10
8545,0.0,0,GN03_market_price_usd_ohlc_4h_SOL,2.5,10,below,positive,2,15,1,3
8544,0.0,0,GN03_market_price_usd_ohlc_4h_SOL,2.5,10,below,positive,2,10,1,3
8539,0.0,0,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,below,positive,2,15,1,10
8543,0.0,0,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,below,positive,2,20,2,10
8542,0.0,0,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,below,positive,2,15,2,10
8541,0.0,0,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,below,positive,2,10,2,10
14103,0.0,0,GN04_market_price_usd_ohlc_4h_SUI,2.5,20,above,negative,1,10,2,7
1648,0.0,0,GN01_market_price_usd_ohlc_4h_BTC,2.5,15,below,positive,4,15,2,7
8536,0.0,0,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,below,positive,2,15,2,7
14096,0.0,0,GN04_market_price_usd_ohlc_4h_SUI,2.5,20,above,negative,1,20,1,5
14105,0.0,0,GN04_market_price_usd_ohlc_4h_SUI,2.5,20,above,negative,1,20,2,7
8531,0.0,0,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,below,positive,2,20,2,5
343,0.0,0,GN01_market_price_usd_ohlc_4h_BTC,2.5,15,below,positive,1,15,1,5
14102,0.0,0,GN04_market_price_usd_ohlc_4h_SUI,2.5,20,above,negative,1,20,1,7
