reference_index,net_profit,num_of_trade,code,std_ratio_thres,sma_len,sma_dir,candle_dir,candle_len,cycle,sl,tp
17470,29594.59,92,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,whatever,positive,4,15,2,10
17038,29594.59,92,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,whatever,positive,4,15,2,10
17254,29594.59,92,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,whatever,positive,4,15,2,10
17278,29594.59,92,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,whatever,positive,4,15,2,10
17062,29594.59,92,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,whatever,positive,4,15,2,10
17446,29594.59,92,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,whatever,positive,4,15,2,10
17230,29594.59,92,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,whatever,positive,4,15,2,10
17014,29594.59,92,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,whatever,positive,4,15,2,10
17494,29594.59,92,GN05_market_price_usd_ohlc_4h_DOGE,2.5,20,whatever,positive,4,15,2,10
17471,28853.48,91,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,whatever,positive,4,20,2,10
17039,28853.48,91,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,whatever,positive,4,20,2,10
17447,28853.48,91,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,whatever,positive,4,20,2,10
17063,28853.48,91,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,whatever,positive,4,20,2,10
17255,28853.48,91,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,whatever,positive,4,20,2,10
17231,28853.48,91,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,whatever,positive,4,20,2,10
17495,28853.48,91,GN05_market_price_usd_ohlc_4h_DOGE,2.5,20,whatever,positive,4,20,2,10
17015,28853.48,91,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,whatever,positive,4,20,2,10
17279,28853.48,91,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,whatever,positive,4,20,2,10
16626,28845.55,326,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,whatever,positive,2,10,1,10
16602,28845.55,326,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,whatever,positive,2,10,1,10
16794,28845.55,326,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,whatever,positive,2,10,1,10
16410,28845.55,326,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,whatever,positive,2,10,1,10
16842,28845.55,326,GN05_market_price_usd_ohlc_4h_DOGE,2.5,20,whatever,positive,2,10,1,10
16578,28845.55,326,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,whatever,positive,2,10,1,10
16818,28845.55,326,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,whatever,positive,2,10,1,10
16386,28845.55,326,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,whatever,positive,2,10,1,10
16362,28845.55,326,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,whatever,positive,2,10,1,10
17012,25712.09,98,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,whatever,positive,4,20,1,10
17468,25712.09,98,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,whatever,positive,4,20,1,10
17492,25712.09,98,GN05_market_price_usd_ohlc_4h_DOGE,2.5,20,whatever,positive,4,20,1,10
17252,25712.09,98,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,whatever,positive,4,20,1,10
17444,25712.09,98,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,whatever,positive,4,20,1,10
17276,25712.09,98,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,whatever,positive,4,20,1,10
17060,25712.09,98,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,whatever,positive,4,20,1,10
17036,25712.09,98,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,whatever,positive,4,20,1,10
17228,25712.09,98,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,whatever,positive,4,20,1,10
17008,25402.41,97,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,whatever,positive,4,15,2,7
17056,25402.41,97,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,whatever,positive,4,15,2,7
17488,25402.41,97,GN05_market_price_usd_ohlc_4h_DOGE,2.5,20,whatever,positive,4,15,2,7
17224,25402.41,97,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,whatever,positive,4,15,2,7
17032,25402.41,97,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,whatever,positive,4,15,2,7
17248,25402.41,97,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,whatever,positive,4,15,2,7
17440,25402.41,97,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,whatever,positive,4,15,2,7
17464,25402.41,97,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,whatever,positive,4,15,2,7
17272,25402.41,97,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,whatever,positive,4,15,2,7
17011,23998.27,99,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,whatever,positive,4,15,1,10
17251,23998.27,99,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,whatever,positive,4,15,1,10
17059,23998.27,99,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,whatever,positive,4,15,1,10
17275,23998.27,99,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,whatever,positive,4,15,1,10
17491,23998.27,99,GN05_market_price_usd_ohlc_4h_DOGE,2.5,20,whatever,positive,4,15,1,10
17467,23998.27,99,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,whatever,positive,4,15,1,10
17035,23998.27,99,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,whatever,positive,4,15,1,10
17443,23998.27,99,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,whatever,positive,4,15,1,10
17227,23998.27,99,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,whatever,positive,4,15,1,10
16437,23961.17,168,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,above,positive,2,10,2,10
17037,23397.31,94,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,whatever,positive,4,10,2,10
17277,23397.31,94,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,whatever,positive,4,10,2,10
17469,23397.31,94,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,whatever,positive,4,10,2,10
17445,23397.31,94,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,whatever,positive,4,10,2,10
17253,23397.31,94,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,whatever,positive,4,10,2,10
17061,23397.31,94,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,whatever,positive,4,10,2,10
17013,23397.31,94,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,whatever,positive,4,10,2,10
17229,23397.31,94,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,whatever,positive,4,10,2,10
17493,23397.31,94,GN05_market_price_usd_ohlc_4h_DOGE,2.5,20,whatever,positive,4,10,2,10
16581,23133.11,300,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,whatever,positive,2,10,2,10
16821,23133.11,300,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,whatever,positive,2,10,2,10
16365,23133.11,300,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,whatever,positive,2,10,2,10
16605,23133.11,300,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,whatever,positive,2,10,2,10
16629,23133.11,300,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,whatever,positive,2,10,2,10
16389,23133.11,300,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,whatever,positive,2,10,2,10
16797,23133.11,300,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,whatever,positive,2,10,2,10
16845,23133.11,300,GN05_market_price_usd_ohlc_4h_DOGE,2.5,20,whatever,positive,2,10,2,10
16413,23133.11,300,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,whatever,positive,2,10,2,10
12623,22469.65,42,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,below,positive,2,20,2,10
17490,22222.9,100,GN05_market_price_usd_ohlc_4h_DOGE,2.5,20,whatever,positive,4,10,1,10
17442,22222.9,100,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,whatever,positive,4,10,1,10
17250,22222.9,100,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,whatever,positive,4,10,1,10
17226,22222.9,100,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,whatever,positive,4,10,1,10
17010,22222.9,100,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,whatever,positive,4,10,1,10
17034,22222.9,100,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,whatever,positive,4,10,1,10
17466,22222.9,100,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,whatever,positive,4,10,1,10
17274,22222.9,100,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,whatever,positive,4,10,1,10
17058,22222.9,100,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,whatever,positive,4,10,1,10
17007,22208.38,99,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,whatever,positive,4,10,2,7
17439,22208.38,99,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,whatever,positive,4,10,2,7
17223,22208.38,99,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,whatever,positive,4,10,2,7
17055,22208.38,99,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,whatever,positive,4,10,2,7
17271,22208.38,99,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,whatever,positive,4,10,2,7
17487,22208.38,99,GN05_market_price_usd_ohlc_4h_DOGE,2.5,20,whatever,positive,4,10,2,7
17247,22208.38,99,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,whatever,positive,4,10,2,7
17463,22208.38,99,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,whatever,positive,4,10,2,7
17031,22208.38,99,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,whatever,positive,4,10,2,7
16676,21476.31,93,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,above,positive,2,20,1,10
16674,21034.34,95,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,above,positive,2,10,1,10
16415,20915.56,256,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,whatever,positive,2,20,2,10
16583,20915.56,256,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,whatever,positive,2,20,2,10
16799,20915.56,256,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,whatever,positive,2,20,2,10
16823,20915.56,256,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,whatever,positive,2,20,2,10
16607,20915.56,256,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,whatever,positive,2,20,2,10
16847,20915.56,256,GN05_market_price_usd_ohlc_4h_DOGE,2.5,20,whatever,positive,2,20,2,10
16391,20915.56,256,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,whatever,positive,2,20,2,10
16631,20915.56,256,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,whatever,positive,2,20,2,10
16367,20915.56,256,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,whatever,positive,2,20,2,10
16221,20782.0,177,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,above,positive,2,10,2,10
17485,20429.42,101,GN05_market_price_usd_ohlc_4h_DOGE,2.5,20,whatever,positive,4,15,1,7
17053,20429.42,101,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,whatever,positive,4,15,1,7
17461,20429.42,101,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,whatever,positive,4,15,1,7
17005,20429.42,101,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,whatever,positive,4,15,1,7
17221,20429.42,101,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,whatever,positive,4,15,1,7
17245,20429.42,101,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,whatever,positive,4,15,1,7
17029,20429.42,101,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,whatever,positive,4,15,1,7
17437,20429.42,101,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,whatever,positive,4,15,1,7
17269,20429.42,101,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,whatever,positive,4,15,1,7
17249,20360.15,97,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,whatever,positive,4,20,2,7
17465,20360.15,97,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,whatever,positive,4,20,2,7
17489,20360.15,97,GN05_market_price_usd_ohlc_4h_DOGE,2.5,20,whatever,positive,4,20,2,7
17441,20360.15,97,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,whatever,positive,4,20,2,7
17057,20360.15,97,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,whatever,positive,4,20,2,7
17273,20360.15,97,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,whatever,positive,4,20,2,7
17009,20360.15,97,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,whatever,positive,4,20,2,7
17033,20360.15,97,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,whatever,positive,4,20,2,7
17225,20360.15,97,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,whatever,positive,4,20,2,7
16860,19986.52,79,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,above,positive,4,10,1,7
15996,19622.24,248,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,above,positive,1,10,1,7
16675,19575.38,94,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,above,positive,2,15,1,10
15573,19556.62,242,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,above,positive,1,10,2,10
16212,19274.16,197,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,above,positive,2,10,1,7
12622,19224.84,42,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,below,positive,2,15,2,10
16434,19181.3,183,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,above,positive,2,10,1,10
16215,18970.07,181,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,above,positive,2,10,2,7
13577,18672.28,159,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,whatever,positive,4,20,2,7
13361,18672.28,159,GN04_market_price_usd_ohlc_4h_SUI,2.0,15,whatever,positive,4,20,2,7
13337,18672.28,159,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,whatever,positive,4,20,2,7
13601,18672.28,159,GN04_market_price_usd_ohlc_4h_SUI,2.5,20,whatever,positive,4,20,2,7
13385,18672.28,159,GN04_market_price_usd_ohlc_4h_SUI,2.5,15,whatever,positive,4,20,2,7
13145,18672.28,159,GN04_market_price_usd_ohlc_4h_SUI,2.0,10,whatever,positive,4,20,2,7
13121,18672.28,159,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,whatever,positive,4,20,2,7
13553,18672.28,159,GN04_market_price_usd_ohlc_4h_SUI,1.0,20,whatever,positive,4,20,2,7
13169,18672.28,159,GN04_market_price_usd_ohlc_4h_SUI,2.5,10,whatever,positive,4,20,2,7
17054,18552.91,101,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,whatever,positive,4,20,1,7
17270,18552.91,101,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,whatever,positive,4,20,1,7
17486,18552.91,101,GN05_market_price_usd_ohlc_4h_DOGE,2.5,20,whatever,positive,4,20,1,7
17006,18552.91,101,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,whatever,positive,4,20,1,7
17246,18552.91,101,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,whatever,positive,4,20,1,7
17462,18552.91,101,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,whatever,positive,4,20,1,7
17030,18552.91,101,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,whatever,positive,4,20,1,7
17222,18552.91,101,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,whatever,positive,4,20,1,7
17438,18552.91,101,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,whatever,positive,4,20,1,7
16724,18107.75,53,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,below,positive,2,20,1,10
13341,18062.43,159,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,whatever,positive,4,10,2,10
13557,18062.43,159,GN04_market_price_usd_ohlc_4h_SUI,1.0,20,whatever,positive,4,10,2,10
13173,18062.43,159,GN04_market_price_usd_ohlc_4h_SUI,2.5,10,whatever,positive,4,10,2,10
13365,18062.43,159,GN04_market_price_usd_ohlc_4h_SUI,2.0,15,whatever,positive,4,10,2,10
13389,18062.43,159,GN04_market_price_usd_ohlc_4h_SUI,2.5,15,whatever,positive,4,10,2,10
13605,18062.43,159,GN04_market_price_usd_ohlc_4h_SUI,2.5,20,whatever,positive,4,10,2,10
13149,18062.43,159,GN04_market_price_usd_ohlc_4h_SUI,2.0,10,whatever,positive,4,10,2,10
13581,18062.43,159,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,whatever,positive,4,10,2,10
13125,18062.43,159,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,whatever,positive,4,10,2,10
16653,17980.5,156,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,above,positive,2,10,2,10
16014,17883.03,122,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,above,positive,1,10,1,5
15570,17857.04,268,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,above,positive,1,10,1,10
16863,17847.24,77,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,above,positive,4,10,2,7
17295,17615.56,67,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,above,positive,4,10,2,7
15564,17598.08,279,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,above,positive,1,10,1,7
16002,17535.06,233,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,above,positive,1,10,1,10
15780,17387.15,262,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,above,positive,1,10,1,7
17052,17196.51,103,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,whatever,positive,4,10,1,7
17460,17196.51,103,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,whatever,positive,4,10,1,7
17220,17196.51,103,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,whatever,positive,4,10,1,7
17268,17196.51,103,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,whatever,positive,4,10,1,7
17028,17196.51,103,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,whatever,positive,4,10,1,7
17484,17196.51,103,GN05_market_price_usd_ohlc_4h_DOGE,2.5,20,whatever,positive,4,10,1,7
17436,17196.51,103,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,whatever,positive,4,10,1,7
17244,17196.51,103,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,whatever,positive,4,10,1,7
17004,17196.51,103,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,whatever,positive,4,10,1,7
16861,16902.38,79,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,above,positive,4,15,1,7
16679,16851.09,87,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,above,positive,2,20,2,10
16866,16788.85,78,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,above,positive,4,10,1,10
16655,16656.57,139,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,above,positive,2,20,2,10
15786,16651.83,248,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,above,positive,1,10,1,10
12621,16585.68,42,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,below,positive,2,10,2,10
12502,16518.28,351,GN04_market_price_usd_ohlc_4h_SUI,2.0,10,whatever,positive,2,15,2,10
12910,16518.28,351,GN04_market_price_usd_ohlc_4h_SUI,1.0,20,whatever,positive,2,15,2,10
12694,16518.28,351,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,whatever,positive,2,15,2,10
12718,16518.28,351,GN04_market_price_usd_ohlc_4h_SUI,2.0,15,whatever,positive,2,15,2,10
12742,16518.28,351,GN04_market_price_usd_ohlc_4h_SUI,2.5,15,whatever,positive,2,15,2,10
12526,16518.28,351,GN04_market_price_usd_ohlc_4h_SUI,2.5,10,whatever,positive,2,15,2,10
12478,16518.28,351,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,whatever,positive,2,15,2,10
12934,16518.28,351,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,whatever,positive,2,15,2,10
12958,16518.28,351,GN04_market_price_usd_ohlc_4h_SUI,2.5,20,whatever,positive,2,15,2,10
17079,16403.18,69,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,above,positive,4,10,2,7
17076,16127.89,71,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,above,positive,4,10,1,7
16428,15923.35,187,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,above,positive,2,10,1,7
17296,15712.36,67,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,above,positive,4,15,2,7
15789,15564.51,221,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,above,positive,1,10,2,10
15804,15462.45,133,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,above,positive,1,10,1,7
16005,15414.56,203,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,above,positive,1,10,2,10
16015,15405.96,122,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,above,positive,1,15,1,5
16862,15372.65,79,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,above,positive,4,20,1,7
17077,15307.41,71,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,above,positive,4,15,1,7
16869,15173.85,74,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,above,positive,4,10,2,10
16458,15125.74,110,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,above,positive,2,10,1,10
12839,15094.04,63,GN04_market_price_usd_ohlc_4h_SUI,1.0,20,below,positive,2,20,2,10
17301,15033.24,63,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,above,positive,4,10,2,10
17303,14991.06,63,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,above,positive,4,20,2,10
16668,14958.73,98,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,above,positive,2,10,1,7
12318,14903.22,253,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,above,positive,2,10,1,5
16678,14777.04,89,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,above,positive,2,15,2,10
15798,14768.32,133,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,above,positive,1,10,1,5
15558,14595.12,293,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,above,positive,1,10,1,5
17292,14550.86,70,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,above,positive,4,10,1,7
16020,14512.38,119,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,above,positive,1,10,1,7
16650,14502.78,174,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,above,positive,2,10,1,10
17084,14475.1,69,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,above,positive,4,20,1,10
15990,14431.11,263,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,above,positive,1,10,1,5
17078,14385.21,71,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,above,positive,4,20,1,7
16404,14217.26,337,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,whatever,positive,2,10,1,7
16356,14217.26,337,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,whatever,positive,2,10,1,7
16788,14217.26,337,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,whatever,positive,2,10,1,7
16596,14217.26,337,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,whatever,positive,2,10,1,7
16572,14217.26,337,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,whatever,positive,2,10,1,7
16380,14217.26,337,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,whatever,positive,2,10,1,7
16620,14217.26,337,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,whatever,positive,2,10,1,7
16812,14217.26,337,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,whatever,positive,2,10,1,7
16836,14217.26,337,GN05_market_price_usd_ohlc_4h_DOGE,2.5,20,whatever,positive,2,10,1,7
16677,14202.13,92,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,above,positive,2,10,2,10
17085,14090.98,65,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,above,positive,4,10,2,10
13587,14089.56,174,GN04_market_price_usd_ohlc_4h_SUI,2.5,20,whatever,positive,4,10,2,3
13347,14089.56,174,GN04_market_price_usd_ohlc_4h_SUI,2.0,15,whatever,positive,4,10,2,3
13131,14089.56,174,GN04_market_price_usd_ohlc_4h_SUI,2.0,10,whatever,positive,4,10,2,3
13539,14089.56,174,GN04_market_price_usd_ohlc_4h_SUI,1.0,20,whatever,positive,4,10,2,3
13155,14089.56,174,GN04_market_price_usd_ohlc_4h_SUI,2.5,10,whatever,positive,4,10,2,3
13563,14089.56,174,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,whatever,positive,4,10,2,3
13107,14089.56,174,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,whatever,positive,4,10,2,3
13371,14089.56,174,GN04_market_price_usd_ohlc_4h_SUI,2.5,15,whatever,positive,4,10,2,3
13323,14089.56,174,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,whatever,positive,4,10,2,3
12699,13998.1,451,GN04_market_price_usd_ohlc_4h_SUI,2.0,15,whatever,positive,2,10,2,3
12939,13998.1,451,GN04_market_price_usd_ohlc_4h_SUI,2.5,20,whatever,positive,2,10,2,3
12675,13998.1,451,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,whatever,positive,2,10,2,3
12723,13998.1,451,GN04_market_price_usd_ohlc_4h_SUI,2.5,15,whatever,positive,2,10,2,3
12483,13998.1,451,GN04_market_price_usd_ohlc_4h_SUI,2.0,10,whatever,positive,2,10,2,3
12915,13998.1,451,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,whatever,positive,2,10,2,3
12507,13998.1,451,GN04_market_price_usd_ohlc_4h_SUI,2.5,10,whatever,positive,2,10,2,3
12459,13998.1,451,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,whatever,positive,2,10,2,3
12891,13998.1,451,GN04_market_price_usd_ohlc_4h_SUI,1.0,20,whatever,positive,2,10,2,3
12619,13981.95,42,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,below,positive,2,15,1,10
12838,13874.7,63,GN04_market_price_usd_ohlc_4h_SUI,1.0,20,below,positive,2,15,2,10
17293,13779.9,70,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,above,positive,4,15,1,7
16439,13778.17,150,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,above,positive,2,20,2,10
17080,13742.57,69,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,above,positive,4,15,2,7
17302,13702.06,63,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,above,positive,4,15,2,10
16669,13680.09,97,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,above,positive,2,15,1,7
13541,13669.49,174,GN04_market_price_usd_ohlc_4h_SUI,1.0,20,whatever,positive,4,20,2,3
13109,13669.49,174,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,whatever,positive,4,20,2,3
13325,13669.49,174,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,whatever,positive,4,20,2,3
13373,13669.49,174,GN04_market_price_usd_ohlc_4h_SUI,2.5,15,whatever,positive,4,20,2,3
